Country,Code,ContinentCode,Year,Month,Private sector credit billion currency units,Business credit billion currency units,Household credit billion currency units,Mortgage credit billion currency units,Consumer credit billion currency units,Consumer Price Index (CPI),Money supply billion currency units,Bank deposit interest rate percent,Mortgage credit interest rate percent,Business credit interest rate percent,Foreign exchange reserves billion currency units,Inflation monthly percent change in the CPI,Inflation annual percent change in the CPI,USD Exchange rate,Policy rate percent,Debt service ratios for private non-financial sector,Household debt to GDP in percent,Stock market index,Long-term interest rate
Russia,RUS,EU,2000,7,,,,,,,,,,,23.3,,,,28,,,11.58,29.44
Russia,RUS,EU,2000,8,,,,,,,,,,,23.73,,,,28,,,13.6,25.68
Russia,RUS,EU,2000,9,,,,,,,,,,,25.01,,,,28,5.1,0.5,12.82,23.59
Russia,RUS,EU,2000,10,,,,,,,,,,,25.88,,,,28,,,11.85,23.8
Russia,RUS,EU,2000,11,,,,,,,,,,,27.67,,,,25,,,10.52,24.18
Russia,RUS,EU,2000,12,,,,,,,,,,,27.97,,,,25,4.9,0.6,8.68,24.7
Russia,RUS,EU,2001,1,,,,,,111.9,,,,,29.64,,,,25,,,9.59,23.29
Russia,RUS,EU,2001,2,,,,,,114.5,,,,,28.35,2.32,,,25,,,9.9,21.97
Russia,RUS,EU,2001,3,,,,,,116.6,,,,,29.71,1.83,,,25,4.6,0.8,9.91,22.36
Russia,RUS,EU,2001,4,,,,,,118.7,,,,,31.65,1.8,,,25,,,10.02,20.96
Russia,RUS,EU,2001,5,,,,,,120.8,,,,,35.5,1.77,,,25,,,11.52,19.34
Russia,RUS,EU,2001,6,,,,,,122.8,,,,,35.05,1.66,,,25,4.6,0.9,13.04,18.81
Russia,RUS,EU,2001,7,,,,,,123.3,,,,,36.5,0.41,,,25,,,12.32,18.96
Russia,RUS,EU,2001,8,,,,,,123.3,,,,,37.49,0,,,25,,,11.38,18.58
Russia,RUS,EU,2001,9,,,,,,124.1,,,,,37.96,0.65,,,25,4.9,0.9,10.92,17.48
Russia,RUS,EU,2001,10,,,,,,125.4,,,,,38,1.05,,,25,,,10.26,17.34
Russia,RUS,EU,2001,11,,,,,,127.1,,,,,37.29,1.36,,,25,,,12.24,16.84
Russia,RUS,EU,2001,12,,,,,,129.2,,,,,36.62,1.65,,,25,5,1,13.3,16.67
Russia,RUS,EU,2002,1,,,,,,133.2,,,,,36.41,3.1,19.03,,25,,,15.41,15.7
Russia,RUS,EU,2002,2,,,,,,134.7,,,,,36.86,1.13,17.64,,25,,,15.54,15.1
Russia,RUS,EU,2002,3,,,,,,136.2,,,,,37.3,1.11,16.81,31.1365,25,4.9,1,16.97,16.09
Russia,RUS,EU,2002,4,,,,,,137.7,,,,,39.16,1.1,16.01,31.2013,23,,,19.08,17.05
Russia,RUS,EU,2002,5,,,,,,140.1,,,,,42.23,1.74,15.98,31.285,23,,,20.22,16.85
Russia,RUS,EU,2002,6,,,,,,140.8,,,,,43.58,0.5,14.66,31.4646,23,5.4,1.2,18.98,16.56
Russia,RUS,EU,2002,7,,,,,,141.8,,,,,43.29,0.71,15,31.5458,23,,,18.1,16.24
Russia,RUS,EU,2002,8,,,,,,141.9,,,,,44.33,0.07,15.09,31.5823,21,,,17.34,16.28
Russia,RUS,EU,2002,9,,,,,,142.5,,,,,45.62,0.42,14.83,31.6456,21,5,1.3,17.22,16.23
Russia,RUS,EU,2002,10,,,,,,144,,,,,46.77,1.05,14.83,31.7281,21,,,18.05,15.39
Russia,RUS,EU,2002,11,,,,,,146.4,,,,,48.21,1.67,15.18,31.8269,21,,,18.47,14.62
Russia,RUS,EU,2002,12,,,,,,148.6,,,,,47.79,1.5,15.02,31.8472,21,5.1,1.2,18.53,13.78
Russia,RUS,EU,2003,1,,,,,,152.2,,,,,49.27,2.42,14.26,31.8404,21,,,18.66,13.14
Russia,RUS,EU,2003,2,,,,,,154.7,,,,,53.06,1.64,14.85,31.6323,18,,,19.43,10.89
Russia,RUS,EU,2003,3,,,,,,156.3,,,,,55.53,1.03,14.76,31.4419,18,5.2,1.3,20.3,9.43
Russia,RUS,EU,2003,4,,,,,,157.9,,,,,59.85,1.02,14.67,31.25,18,,,20.8,8.93
Russia,RUS,EU,2003,5,,,,,,159.1,,,,,64.88,0.76,13.56,30.8455,18,,,23.52,8.05
Russia,RUS,EU,2003,6,,,,,,160.4,,,,,64.43,0.82,13.92,30.4993,16,5.2,1.7,26.01,7.74
Russia,RUS,EU,2003,7,,,,,,161.5,,,,,64.45,0.69,13.89,30.303,16,,,25.73,8.42
Russia,RUS,EU,2003,8,,,,,,160.9,,,,,62.75,-0.37,13.39,30.303,16,,,27.06,8.43
Russia,RUS,EU,2003,9,,,,,,161.4,,,,,62.07,0.31,13.26,30.594,16,5.3,1.9,29.72,8.81
Russia,RUS,EU,2003,10,,,,,,163,,,,,64.93,0.99,13.19,30.1258,16,,,31.99,8.59
Russia,RUS,EU,2003,11,,,,,,164.6,,,,,68.17,0.98,12.43,29.7952,16,,,28.26,8.6
Russia,RUS,EU,2003,12,,,,,,166.4,,,,,76.94,1.09,11.98,29.4052,16,5.4,2.2,29.77,8.35
Russia,RUS,EU,2004,1,,,,,,169.3,,,,,83.99,1.74,11.24,28.8437,14,,,32.25,7.76
Russia,RUS,EU,2004,2,,,,,,171,,,,,86.32,1,10.54,28.5043,14,,,33.46,8.16
Russia,RUS,EU,2004,3,,,,,,172.3,,,,,83.4,0.76,10.24,28.5308,14,5.6,2.5,36.14,7.97
Russia,RUS,EU,2004,4,,,,,,174,,,,,82.66,0.99,10.2,28.7196,14,,,37.78,8.35
Russia,RUS,EU,2004,5,,,,,,175.3,,,,,85.61,0.75,10.18,28.9865,14,,,33.19,8.41
Russia,RUS,EU,2004,6,,,,,,176.6,,,,,88.23,0.74,10.1,29.0429,13,5.7,3,31.76,8.48
Russia,RUS,EU,2004,7,,,,,,178.3,,,,,88.61,0.96,10.4,29.0735,13,,,30.91,8.49
Russia,RUS,EU,2004,8,,,,,,179,,,,,88.7,0.39,11.25,29.2243,13,,,30.47,8.52
Russia,RUS,EU,2004,9,,,,,,179.8,,,,,95.08,0.45,11.4,29.2398,13,5.5,3.3,34.31,8.37
Russia,RUS,EU,2004,10,,,,,,181.8,,,,,107.34,1.11,11.53,29.0484,13,,,38.28,8.28
Russia,RUS,EU,2004,11,,,,,,183.9,,,,,117.43,1.16,11.73,28.5588,13,,,36.59,8.22
Russia,RUS,EU,2004,12,,,,,,185.9,,,,,124.54,1.09,11.72,27.9065,13,5.4,3.7,31.54,8.46
Russia,RUS,EU,2005,1,,,,,,190.8,,,,,124.93,2.64,12.7,27.9452,13,,,32.59,8.41
Russia,RUS,EU,2005,2,,,,,,193.2,,,,,134.15,1.26,12.98,27.9643,13,,,35.47,8.38
Russia,RUS,EU,2005,3,,,,,,195.7,,,,,137.38,1.29,13.58,27.63,13,5,3.8,35.69,8.49
Russia,RUS,EU,2005,4,,,,,,197.9,,,,,144.26,1.12,13.74,27.7982,13,,,36.07,8.53
Russia,RUS,EU,2005,5,,,,,,199.5,,,,,147.36,0.81,13.8,27.9513,13,,,35.1,8.51
Russia,RUS,EU,2005,6,,,,,,200.8,,,,,151.58,0.65,13.7,28.5199,13,5,4.3,36.72,8.5
Russia,RUS,EU,2005,7,,,,,,201.7,,,,,144.62,0.45,13.12,28.6946,13,,,40.45,8.47
Russia,RUS,EU,2005,8,,,,,,201.5,,,,,149.75,-0.1,12.57,28.4753,13,,,43.74,8.21
Russia,RUS,EU,2005,9,,,,,,202,,,,,159.56,0.25,12.35,28.3812,13,5.4,5,48.8,7.73
Russia,RUS,EU,2005,10,,,,,,203.1,,,,,164.97,0.54,11.72,28.5557,13,,,49.96,7.58
Russia,RUS,EU,2005,11,,,,,,204.6,,,,,168.4,0.74,11.26,28.7739,13,,,53.76,7.38
Russia,RUS,EU,2005,12,,,,,,206.2,,,,,182.24,0.78,10.92,28.7984,12,6.3,5.7,59.34,7.1
Russia,RUS,EU,2006,1,,,,,,211.3,,,,,188.45,2.47,10.74,28.3406,12,,,65.9,6.96
Russia,RUS,EU,2006,2,,,,,,214.8,,,,,195.93,1.66,11.18,28.2038,12,,,75.1,7.01
Russia,RUS,EU,2006,3,,,,,,216.5,,,,,205.88,0.79,10.63,27.8647,12,6,5.9,76.11,7.01
Russia,RUS,EU,2006,4,,,,,,217.3,,,,,226.41,0.37,9.8,27.5569,12,,,84.05,7.04
Russia,RUS,EU,2006,5,,,,,,218.3,,,,,247.34,0.46,9.42,27.0468,12,,,83.31,7.05
Russia,RUS,EU,2006,6,,,,,,219,,,,,250.56,0.32,9.06,26.9958,11.5,6.3,6.6,73.26,7.06
Russia,RUS,EU,2006,7,,,,,,220.4,,,,,265.7,0.64,9.27,26.9097,11.5,,,79.87,7.07
Russia,RUS,EU,2006,8,,,,,,220.8,,,,,259.86,0.18,9.58,26.7562,11.5,,,85.86,7.02
Russia,RUS,EU,2006,9,,,,,,221,,,,,266.2,0.09,9.41,26.7622,11.5,6.1,7.4,81.72,6.93
Russia,RUS,EU,2006,10,,,,,,221.7,,,,,272.54,0.32,9.16,26.8424,11,,,84.01,6.91
Russia,RUS,EU,2006,11,,,,,,223.1,,,,,289.04,0.63,9.04,26.575,11,,,88.95,6.89
Russia,RUS,EU,2006,12,,,,,,224.8,,,,,303.73,0.76,9.02,26.2989,11,6.6,8.2,95.94,6.77
Russia,RUS,EU,2007,1,,,,,,228.6,,,,,303.89,1.69,8.19,26.5004,10.5,,,97.83,6.77
Russia,RUS,EU,2007,2,,,,,,231.1,,,,,314.53,1.09,7.59,26.2987,10.5,,,100.84,6.77
Russia,RUS,EU,2007,3,,,,,,232.5,,,,,338.83,0.61,7.39,26.1056,10.5,6.6,8.5,96.67,6.77
Russia,RUS,EU,2007,4,,,,,,233.8,,,,,369.12,0.56,7.59,25.8426,10.5,,,102.7,6.73
Russia,RUS,EU,2007,5,,,,,,235.3,,,,,403.21,0.64,7.79,25.8295,10.5,,,96.78,6.68
Russia,RUS,EU,2007,6,,,,,,237.5,,,,,405.84,0.93,8.45,25.9017,10,7.5,9.3,97.5,6.68
Russia,RUS,EU,2007,7,,,,,,239.6,,,,,416.17,0.88,8.71,25.5368,10,,,103.93,6.65
Russia,RUS,EU,2007,8,,,,,,239.8,,,,,416.04,0.08,8.61,25.6254,10,,,98.53,6.71
Russia,RUS,EU,2007,9,,,,,,241.7,,,,,425.38,0.79,9.37,25.3069,10,7.9,10,100.19,6.82
Russia,RUS,EU,2007,10,,,,,,245.7,,,,,446.96,1.65,10.83,24.8776,10,,,107.78,6.7
Russia,RUS,EU,2007,11,,,,,,248.7,,,,,463.53,1.22,11.47,24.4712,10,,,109.69,6.67
Russia,RUS,EU,2007,12,12561.53,9316.5,3245.02,,,251.5,,,,,478.76,1.13,11.88,24.5737,10,8.3,10.4,113.25,6.66
Russia,RUS,EU,2008,1,12940.15,9636.06,3304.09,,,257.3,,,,,488.37,2.31,12.55,24.4779,10,,,106.13,6.63
Russia,RUS,EU,2008,2,13175.19,9781.94,3393.25,,,260.4,,,,,494.93,1.2,12.68,24.5122,10.25,,,99.15,6.83
Russia,RUS,EU,2008,3,13654.7,10143.89,3510.81,,,263.5,,,,,512.58,1.19,13.33,23.7417,10.25,8.6,10.5,96.41,6.96
Russia,RUS,EU,2008,4,14153.77,10481.81,3671.96,,,267.3,,,,,532.47,1.44,14.33,23.5189,10.5,,,98.89,6.96
Russia,RUS,EU,2008,5,14533.13,10722.51,3810.62,,,270.9,,,,,546.04,1.35,15.13,23.72,10.5,,,109.44,6.99
Russia,RUS,EU,2008,6,14953.81,11014.12,3939.69,,,273.5,,,,,568.97,0.96,15.16,23.6366,10.75,8.8,11,108.27,6.98
Russia,RUS,EU,2008,7,15410.8,11306.82,4103.97,,,274.9,,,,,596.57,0.51,14.73,23.3526,11,,,95.75,7.13
Russia,RUS,EU,2008,8,15897.84,11629.32,4268.52,,,275.8,,,,,582.21,0.33,15.01,24.24,11,,,82.94,7.56
Russia,RUS,EU,2008,9,16202.28,11806.04,4396.24,,,278.1,,,,,556.81,0.83,15.06,25.3202,11,9.2,11.5,66.37,8.25
Russia,RUS,EU,2008,10,16536.5,12074.13,4462.37,,,280.6,,,,,484.59,0.9,14.2,26.4709,11,,,41.11,8.73
Russia,RUS,EU,2008,11,16786.43,12352.96,4433.47,,,282.9,,,,,455.73,0.82,13.75,27.3499,12,,,37.78,8.46
Russia,RUS,EU,2008,12,17150.89,12770.64,4380.25,1270.19,3110.07,284.9,,,,,426.28,0.71,13.28,28.2011,13,11.2,11.3,36.44,8.8
Russia,RUS,EU,2009,1,17992.86,13591.04,4401.82,1298.81,3103.01,291.7,,,,,386.89,2.39,13.37,31.2913,13,,,36.22,9.98
Russia,RUS,EU,2009,2,17980.03,13639.58,4340.45,1287.14,3053.31,296.5,,,,,384.09,1.65,13.86,35.7917,13,,,39.3,10.09
Russia,RUS,EU,2009,3,17706.46,13475.07,4231.4,1250.17,2981.23,300.3,,,,,383.81,1.28,13.97,34.611,13,13.1,11,44.73,10.58
Russia,RUS,EU,2009,4,17757.59,13587.69,4169.9,1233.78,2936.12,302.4,,,,,383.79,0.7,13.13,33.5076,12.5,,,52.88,10.12
Russia,RUS,EU,2009,5,17625.47,13522.87,4102.6,1210.12,2892.49,304.2,,,,,404.17,0.6,12.29,31.9213,12,,,60.92,10.13
Russia,RUS,EU,2009,6,17486.86,13436.37,4050.49,1199.64,2850.85,306,,,,,412.51,0.59,11.88,31.0709,11.5,12.1,10.8,63.15,9.7
Russia,RUS,EU,2009,7,17557.02,13516.94,4040.08,1199.23,2840.85,307.9,,,,,401.91,0.62,12,31.5201,11,,,57.46,10.04
Russia,RUS,EU,2009,8,17722.78,13696.9,4025.87,1193.05,2832.83,307.9,,,,,409.55,0,11.64,31.6716,10.75,,,64.51,10.11
Russia,RUS,EU,2009,9,17633.12,13655.8,3977.32,1178.4,2798.92,307.8,,,,,413.36,-0.03,10.68,30.7402,10,12,10.9,69.28,10.23
Russia,RUS,EU,2009,10,17504.65,13546.68,3957.97,1168.64,2789.33,307.8,,,,,434.44,0,9.69,29.4537,9.5,,,77.18,9.59
Russia,RUS,EU,2009,11,17624.95,13665.7,3959.25,1172.14,2787.11,308.7,,,,,447.67,0.29,9.12,28.956,9,,,77.39,9.07
Russia,RUS,EU,2009,12,17563.1,13630.5,3932.61,1180.76,2751.84,310,,,,,439.45,0.42,8.81,30.036,8.75,11.5,10.7,79.74,8.85
Russia,RUS,EU,2010,1,17618.12,13704.32,3913.8,1174.66,2739.15,315.1,,,,,436.27,1.65,8.02,29.8489,8.75,,,84.04,8.46
Russia,RUS,EU,2010,2,17495.27,13596.31,3898.96,1171.2,2727.77,317.7,,,,,436.78,0.83,7.15,30.1532,8.5,,,80.32,8.25
Russia,RUS,EU,2010,3,17588.32,13678.23,3910.08,1171.2,2738.88,319.8,,,,,447.44,0.66,6.49,29.548,8.25,10.2,10.1,83.75,7.89
Russia,RUS,EU,2010,4,17812.3,13857.01,3955.28,1177.12,2778.16,320.7,,,,,461.17,0.28,6.05,29.185,8,,,87.8,7.55
Russia,RUS,EU,2010,5,18072.13,14057.99,4014.14,1190.01,2824.13,322.3,,,,,456.43,0.5,5.95,30.5534,7.75,,,78.76,7.71
Russia,RUS,EU,2010,6,18345.22,14273.04,4072.18,1198.47,2873.71,323.6,,,,,461.2,0.4,5.75,31.2598,7.75,9.4,10.1,80,7.63
Russia,RUS,EU,2010,7,18478.39,14335.27,4143.13,1205.74,2937.38,324.8,,,,,475.31,0.37,5.49,30.5971,7.75,,,80.06,7.62
Russia,RUS,EU,2010,8,18706.41,14474.26,4232.15,1219.58,3012.57,326.6,,,,,476.27,0.55,6.07,30.3988,7.75,,,82.08,7.65
Russia,RUS,EU,2010,9,19090.49,14790.03,4300.46,1233.6,3066.87,329.3,,,,,490.1,0.83,6.99,30.7899,7.75,8.7,10.2,84.51,7.71
Russia,RUS,EU,2010,10,19455.24,15072.37,4382.87,1250.61,3132.26,330.9,,,,,497.08,0.49,7.5,30.3311,7.75,,,88.66,7.67
Russia,RUS,EU,2010,11,19793.55,15345.32,4448.24,1270.95,3177.28,333.6,,,,,483.06,0.82,8.07,31.0088,7.75,,,92.21,7.83
Russia,RUS,EU,2010,12,19836.95,15311.11,4525.84,1295.44,3230.4,337.2,20011.9,,,,479.38,1.08,8.77,30.8048,7.75,8,10.3,98.84,8.01
Russia,RUS,EU,2011,1,19868.84,15415.35,4453.49,1289.91,3163.58,345.2,19307.7,,,9.8,484.16,2.37,9.55,30.1403,7.75,,,102.55,8
Russia,RUS,EU,2011,2,20043.13,15560.67,4482.46,1295.45,3187,347.9,19536.7,,,9.45,493.84,0.78,9.51,29.2407,8,,,102.41,8
Russia,RUS,EU,2011,3,20311.12,15721.56,4589.56,1310.76,3278.8,350,19788.7,,,9.65,502.46,0.6,9.44,28.419,8,7.5,10.1,104.72,8.05
Russia,RUS,EU,2011,4,20694,15969.01,4724.99,1329.98,3395.01,351.5,20020.8,,,9.35,523.95,0.43,9.6,28.0426,8,,,106.65,7.95
Russia,RUS,EU,2011,5,21183.83,16314.6,4869.22,1360.08,3509.14,353.2,20160.9,,,9.35,521.09,0.48,9.59,27.9483,8.25,,,97.5,8.02
Russia,RUS,EU,2011,6,21523.25,16533.17,4990.08,1396.24,3593.84,354,20721.9,,,9.55,524.53,0.23,9.39,27.982,8.25,7.3,10.4,98.21,8.14
Russia,RUS,EU,2011,7,22013.81,16841.73,5172.08,1423.17,3748.91,354,20828.1,,,9.2,533.91,0,8.99,27.9282,8.25,,,101.68,8.04
Russia,RUS,EU,2011,8,22632,17285.94,5346.06,1464.16,3881.9,353.2,21061.9,,,9.1,545.01,-0.23,8.14,28.7711,8.25,,,89.9,8.19
Russia,RUS,EU,2011,9,23563.56,18028.46,5535.1,1507.54,4027.57,353,21480.4,,,9.05,516.85,-0.06,7.2,30.7644,8.25,7.5,11,87.25,8
Russia,RUS,EU,2011,10,23735.45,18077.39,5658.06,1527.22,4130.84,354.7,21366.7,,,9.15,525.56,0.48,7.19,31.2294,8.25,,,83.61,7.97
Russia,RUS,EU,2011,11,24438.85,18610.64,5828.21,1573.72,4254.49,356.2,21920,,,9.4,510.91,0.42,6.77,30.8447,8.25,,,87.07,8.14
Russia,RUS,EU,2011,12,25065.1,19009.66,6055.44,1624.85,4430.6,357.8,24204.8,,,10,498.65,0.45,6.11,31.5512,8,8,11.5,83.81,8.23
Russia,RUS,EU,2012,1,24944.21,18860.76,6083.46,1620.06,4463.4,359.5,23349.1,,,9.7,505.39,0.48,4.14,31.3218,8,,,87.57,8.35
Russia,RUS,EU,2012,2,25016.44,18809.3,6207.14,1641.99,4565.15,360.9,23542.5,,,10.2,513.98,0.39,3.74,29.7426,8,,,92.72,8.06
Russia,RUS,EU,2012,3,25557.98,19130.5,6427.49,1680.59,4746.89,363,23747.8,,,10.35,513.49,0.58,3.71,29.3455,8,7.9,11.6,93.44,8.09
Russia,RUS,EU,2012,4,26223.64,19555.7,6667.93,1725.47,4942.46,364.1,23923.8,,,9.95,524.37,0.3,3.58,29.4677,8,,,88.54,8.18
Russia,RUS,EU,2012,5,26971.44,20041.32,6930.12,1777.57,5152.55,366,24036.3,,,10.3,510.43,0.52,3.62,30.9517,8,,,79.85,8.13
Russia,RUS,EU,2012,6,27384.81,20231.72,7153.09,1821.02,5332.07,369.2,24461,,,10.25,514.32,0.87,4.29,32.811,8.25,8.4,12.6,79.87,8.26
Russia,RUS,EU,2012,7,27765.28,20413.21,7352.07,1855.74,5496.34,373.8,24306.3,,,10.3,510.54,1.25,5.59,32.4783,8,,,83.79,8.09
Russia,RUS,EU,2012,8,28435.8,20825.58,7610.22,1910.08,5700.15,374.1,24284.2,,,9.8,514.59,0.08,5.92,31.9438,8,,,85.58,8.17
Russia,RUS,EU,2012,9,28706.61,20901.82,7804.79,1950.33,5854.46,376.2,24437.8,,,9.8,529.89,0.56,6.57,31.3888,8.25,8.7,13.3,87.69,8.25
Russia,RUS,EU,2012,10,29335.62,21308.53,8027.1,2011.05,6016.05,377.9,24444.8,,,10.2,526.77,0.45,6.54,31.1303,8.25,,,86.6,8.21
Russia,RUS,EU,2012,11,29580.17,21363.14,8217.03,2066.48,6150.54,379.2,24741,,,10.5,528.24,0.34,6.46,31.3868,8.25,,,83.4,7.96
Russia,RUS,EU,2012,12,29905.05,21492.06,8412.99,2122.99,6290.01,381.2,27164.6,,,10.25,537.62,0.53,6.54,30.7219,8.25,8.9,13.8,86.76,8.1
Russia,RUS,EU,2013,1,30094.06,21623.31,8470.76,2127,6343.76,384.9,26348.7,,,10.5,532.16,0.97,7.07,30.2339,8.25,,,90.16,6.94
Russia,RUS,EU,2013,2,30420.76,21817.72,8603.04,2169.35,6433.69,387.1,26768.4,,,10.9,526.17,0.57,7.26,30.163,8.25,,,89.92,6.99
Russia,RUS,EU,2013,3,30920.79,22113.72,8807.07,2209.43,6597.65,388.5,27198.6,,,10.9,527.71,0.36,7.02,30.8279,8.25,9.3,14.3,87.1,7.13
Russia,RUS,EU,2013,4,31486.47,22410.81,9075.65,2273.21,6802.44,390.4,27377.1,,,11.05,533.22,0.49,7.22,31.3372,8.25,,,82.16,7.05
Russia,RUS,EU,2013,5,31844.38,22532.34,9312.04,2325.71,6986.33,393,27593.4,,,10.85,518.43,0.67,7.38,31.3559,8.25,,,83.12,6.99
Russia,RUS,EU,2013,6,32443.15,22893.66,9549.5,2386.38,7163.12,394.7,28212.3,,,10.4,513.77,0.43,6.91,32.3699,8.25,10,15.1,78.13,7.35
Russia,RUS,EU,2013,7,33030.9,23228.17,9802.73,2453.55,7349.19,397.9,28443.9,,,10.25,512.83,0.81,6.45,32.7635,8.25,,,82.05,7.51
Russia,RUS,EU,2013,8,33604.08,23557.17,10046.91,2511.17,7535.74,398.5,28499.9,,,10.25,509.67,0.15,6.52,33.0242,8.25,,,82.15,7.56
Russia,RUS,EU,2013,9,33971.3,23783.02,10188.28,2512.8,7675.48,399.3,28352.6,,,10.35,522.58,0.2,6.14,32.5679,5.5,10.2,15.9,86,7.5
Russia,RUS,EU,2013,10,34441.7,24025.17,10416.52,2596.81,7819.71,401.6,28276.4,,,10.3,524.28,0.58,6.27,32.0634,5.5,,,89.37,7.53
Russia,RUS,EU,2013,11,35024.29,24432.56,10591.73,2676.5,7915.23,403.9,28873.3,,,9.95,515.59,0.57,6.51,32.7262,5.5,,,88.83,7.65
Russia,RUS,EU,2013,12,35049.46,24254.28,10795.18,2765.48,8029.7,405.9,31155.6,,,10,509.6,0.5,6.48,32.8563,5.5,10.4,16.3,87.67,7.77
Russia,RUS,EU,2014,1,35629.36,24808.56,10820.81,2798.03,8022.77,408.3,29861.2,,,9.9,498.93,0.59,6.08,33.7258,5.5,,,87.93,7.91
Russia,RUS,EU,2014,2,35932.7,24995.63,10937.07,2860.87,8076.2,411.2,30169,,,10.27,493.33,0.71,6.23,35.2816,5.5,,,87.61,7.8
Russia,RUS,EU,2014,3,36349.64,25252.24,11097.4,2924.69,8172.71,415.3,29519.3,,,10.45,486.13,1,6.9,36.1564,7,11,16.1,78.22,8.17
Russia,RUS,EU,2014,4,36522.51,25218.47,11304.03,3021.58,8282.45,419.1,29879,,,10.75,472.28,0.92,7.35,35.6884,7.5,,,79.46,8.18
Russia,RUS,EU,2014,5,36863.59,25437.66,11425.93,3091.98,8333.95,422.8,29890.8,,,10.92,467.23,0.88,7.58,34.8896,7.5,,,82.52,8.14
Russia,RUS,EU,2014,6,36809.05,25258.92,11550.13,3153.16,8396.97,425.5,30073.1,,,11.18,478.25,0.64,7.8,34.3599,7.5,11.7,15.6,88.26,8.12
Russia,RUS,EU,2014,7,37465.72,25732.33,11733.39,3251.11,8482.28,427.5,30178.3,,,11.31,468.76,0.47,7.44,34.7548,8,,,86.02,8.22
Russia,RUS,EU,2014,8,37950.45,26072.25,11878.2,3321.46,8556.73,428.6,30338.7,,,11.2,465.23,0.26,7.55,36.1821,8,,,83.37,8.57
Russia,RUS,EU,2014,9,38648.65,26637.47,12011.18,3400.74,8610.45,431.4,30297.6,,,11.34,454.24,0.65,8.04,38.0441,8,12.2,15.7,85.6,8.73
