Country,Code,ContinentCode,Year,Month,Private sector credit billion currency units,Business credit billion currency units,Household credit billion currency units,Mortgage credit billion currency units,Consumer credit billion currency units,Consumer Price Index (CPI),Money supply billion currency units,Bank deposit interest rate percent,Mortgage credit interest rate percent,Business credit interest rate percent,Foreign exchange reserves billion currency units,Inflation monthly percent change in the CPI,Inflation annual percent change in the CPI,USD Exchange rate,Policy rate percent,Debt service ratios for private non-financial sector,Household debt to GDP in percent,Stock market index,Long-term interest rate
Russia,RUS,EU,2014,10,39489.58,27363.48,12126.09,3481.33,8644.76,434.9,29831.2,,,11.52,428.59,0.81,8.29,40.892,8,,,82.84,8.88
Russia,RUS,EU,2014,11,40690.48,28444.28,12246.19,3575.75,8670.45,440.5,30141.9,,,12.27,418.88,1.29,9.06,45.8668,9.5,,,89.9,8.63
Russia,RUS,EU,2014,12,41415.78,29069.58,12346.21,3657.9,8688.31,452,31615.7,,,15.63,385.46,2.61,11.36,55.1419,17,15.9,17.3,87.09,10.22
Russia,RUS,EU,2015,1,43008.22,30744.68,12263.54,3691.09,8572.45,469.4,31033.7,,,17.48,376.21,3.85,14.96,63.4019,17,,,92.74,10.37
Russia,RUS,EU,2015,2,41863.73,29788.16,12075.58,3695.49,8380.09,479.8,31225,,,17.25,360.22,2.22,16.68,64.2188,15,,,104.22,10.51
Russia,RUS,EU,2015,3,41320.42,29406.9,11913.52,3686.97,8226.55,485.6,31028.8,,,17.18,356.37,1.21,16.93,60.1574,14,20,16.5,98.55,10.7
Russia,RUS,EU,2015,4,40505.24,28721.67,11783.57,3688.92,8094.65,487.8,31696.9,,,16.49,356.01,0.45,16.39,53.2912,14,,,99.6,10
Russia,RUS,EU,2015,5,40700.25,28982.84,11717.41,3711.3,8006.11,489.5,31820.4,,,16.14,356.77,0.35,15.78,50.8098,12.5,,,99.54,9.61
Russia,RUS,EU,2015,6,40970.87,29309.75,11661.12,3732.14,7928.98,490.5,31936.3,,,15.32,361.57,0.2,15.28,54.6744,11.5,17.6,16.1,97.99,9.13
Russia,RUS,EU,2015,7,41826.1,30128.12,11697.98,3768.74,7929.25,494.4,32072.5,,,14.76,357.57,0.8,15.65,57.3809,11.5,,,96.65,9.19
Russia,RUS,EU,2015,8,43078.49,31336.77,11741.73,3823.22,7918.51,496.1,32361,,,14.41,366.34,0.34,15.75,65.6403,11,,,100.21,12.16
Russia,RUS,EU,2015,9,43252.07,31541.67,11710.4,3865.6,7844.8,499,32052.5,,,14.08,371.27,0.58,15.67,66.9365,11,17,16.1,100.25,12.64
Russia,RUS,EU,2015,10,43265.44,31599.93,11665.5,3908.48,7757.02,502.7,32161,,,13.99,369.64,0.74,15.59,63.0844,11,,,101.03,12.27
Russia,RUS,EU,2015,11,43635.63,32001.24,11634.39,3957.61,7676.79,506.4,32745,,,13.96,364.71,0.74,14.96,65.2034,11,,,105.66,12.24
Russia,RUS,EU,2015,12,44634.81,32987.7,11647.11,4048.29,7598.82,510.3,35179.7,,,13.38,368.4,0.77,12.9,70.2068,11,16.9,16,103.57,11.82
Russia,RUS,EU,2016,1,45099.19,33504.73,11594.47,4060.01,7534.46,515.2,33966.5,,,13.52,371.56,0.96,9.76,76.5871,11,,,101.39,11.56
Russia,RUS,EU,2016,2,45028.27,33458.26,11570.01,4125.26,7444.75,518.5,34309.6,,,13.37,380.54,0.64,8.07,77.2239,11,,,105.31,11.25
Russia,RUS,EU,2016,3,44044.96,32526.57,11518.4,4150.96,7367.44,520.9,34689.4,,,13.51,387.01,0.46,7.27,69.6969,11,16.4,15.7,111.33,10.65
Russia,RUS,EU,2016,4,43576.27,32064.65,11511.61,4179.57,7332.04,523.2,35105.5,,,13.44,391.52,0.44,7.26,66.7599,11,,,113.65,10.61
Russia,RUS,EU,2016,5,42877.18,31352.77,11524.41,4210.68,7313.73,525.3,35642.9,,,13.52,387.72,0.4,7.31,65.8892,11,,,113.34,10.49
Russia,RUS,EU,2016,6,42764.67,31245.5,11519.17,4237.22,7281.95,527.2,35856.9,,,13.19,392.76,0.36,7.48,65.1085,10.5,15.7,15.6,112.64,10.3
Russia,RUS,EU,2016,7,43415.07,31822.69,11592.38,4279.32,7313.06,530.1,36031.7,,,12.71,393.91,0.55,7.22,64.4607,10.5,,,114.1,10.13
Russia,RUS,EU,2016,8,43213,31574.06,11638.94,4323.64,7315.3,530.1,36169.6,,,12.59,395.2,0,6.85,64.8724,10.5,,,116.6,10.12
Russia,RUS,EU,2016,9,42960.1,31289.65,11670.45,4366,7304.45,531,36148.8,,,12.42,397.74,0.17,6.41,64.4805,10,15.2,15.7,119.07,10.01
Russia,RUS,EU,2016,10,43017.58,31327.5,11690.08,4412.4,7277.68,533.3,36051,,,11.99,390.74,0.43,6.09,62.6384,10,,,117.4,10.08
Russia,RUS,EU,2016,11,43426.66,31688.64,11738.02,4470.9,7267.12,535.7,36433,,,11.77,385.29,0.45,5.79,64.647,10,,,120.76,10.11
Russia,RUS,EU,2016,12,42819.75,31064,11755.75,4538.03,7217.72,537.8,38418,,,11.77,377.74,0.39,5.39,62.0956,10,14.7,15.6,130.35,9.95
Russia,RUS,EU,2017,1,42874.9,31158.72,11716.18,4519.03,7197.16,541.2,38016.8,6.77,,12.04,390.59,0.63,5.05,59.8788,10,,,131.14,9.62
Russia,RUS,EU,2017,2,42467.94,30741.44,11726.5,4537.65,7188.86,542.3,38475.2,6.54,,11.58,397.33,0.2,4.59,58.4295,10,,,127.63,9.77
Russia,RUS,EU,2017,3,42423.78,30587.59,11836.19,4585.4,7250.79,543.1,38555.2,6.08,,11.43,397.91,0.15,4.26,57.8428,9.75,14.1,15.4,120.26,9.56
Russia,RUS,EU,2017,4,42922,30961.08,11960.92,4647.76,7313.16,544.8,38663.8,6.52,,11.17,401,0.31,4.13,56.5578,9.75,,,117.6,9.33
Russia,RUS,EU,2017,5,42986.08,30949.49,12036.59,4647.24,7389.36,546.8,39222.9,6.28,,10.86,405.72,0.37,4.09,57.111,9.25,,,117.47,9.09
Russia,RUS,EU,2017,6,43362.13,31184.8,12177.33,4708.69,7468.64,550.2,39623.1,5.88,,10.52,412.24,0.62,4.36,57.9872,9,13.7,15.7,110.72,8.99
Russia,RUS,EU,2017,7,43972.28,31660.45,12311.83,4769.07,7542.76,550.5,39275.9,6.28,,10.21,418.45,0.05,3.85,59.5967,9,,,114.83,8.84
Russia,RUS,EU,2017,8,44040.66,31525.12,12515.55,4845.82,7669.72,547.6,39419.3,6.28,,10.42,423.98,-0.53,3.3,59.4011,9,,,116.64,8.74
Russia,RUS,EU,2017,9,44152.9,31495.25,12657.65,4934.18,7723.48,546.8,39571,5.44,,10.12,424.77,-0.15,2.98,57.6303,8.5,13.5,15.9,121.53,8.65
Russia,RUS,EU,2017,10,44535.13,31733.11,12802.02,4983.43,7818.59,547.8,39667.5,5.86,,9.82,424.86,0.18,2.72,57.7309,8.25,,,123.46,8.59
Russia,RUS,EU,2017,11,44945.71,31934.74,13010.97,5096.13,7914.84,549,40114.4,5.28,,9.71,431.64,0.22,2.48,58.9632,8.25,,,126.83,8.48
Russia,RUS,EU,2017,12,44619,31450.28,13168.72,5220.01,7948.71,551.3,42442.2,5.38,,9.42,432.74,0.42,2.51,58.5656,7.75,13.1,16.3,125.76,8.25
Russia,RUS,EU,2018,1,44534.85,31205.25,13329.6,5256.03,8073.58,553.1,41597.5,5.72,,8.88,447.74,0.33,2.2,56.6443,7.75,,,133.5,7.98
Russia,RUS,EU,2018,2,44570.34,31130.74,13439.59,5340.96,8098.64,554.2,42045.5,5.57,,9.02,453.64,0.2,2.19,56.8785,7.5,,,135.19,7.85
Russia,RUS,EU,2018,3,45217.21,31508.92,13708.29,5448.8,8259.5,555.8,42377,5.59,,9,458,0.29,2.34,57.1173,7.25,12.4,16.4,135.81,7.79
Russia,RUS,EU,2018,4,46329.68,32408.85,13920.83,5569.05,8472.03,557.9,43122,5.39,,8.59,459.88,0.38,2.4,60.6712,7.25,,,132.59,7.81
Russia,RUS,EU,2018,5,46649.19,32475.85,14173.34,5668.93,8604.29,560,43257.4,5.46,,8.68,456.64,0.38,2.41,62.3262,7.25,,,137.29,7.67
Russia,RUS,EU,2018,6,46978.2,32546.29,14431.91,5784.34,8762.98,562.7,44126.7,5.2,,8.64,456.75,0.48,2.27,62.7593,7.25,12.4,16.6,134.59,7.62
Russia,RUS,EU,2018,7,47408.93,32715.44,14693.49,5891.35,8909.15,564.3,43910.3,5.13,,8.68,458.03,0.28,2.51,62.896,7.25,,,137.21,
Russia,RUS,EU,2018,8,48668.19,33639.31,15028.88,6019.13,9137.53,564.4,44369.1,5.04,,8.89,460.62,0.02,3.07,66.4825,7.25,,,136.31,
Russia,RUS,EU,2018,9,48760.29,33446.11,15314.19,6145.81,9295.06,565.2,44254.7,5.21,,9.12,459.16,0.14,3.37,67.6061,7.5,12.4,16.9,141.41,
Russia,RUS,EU,2018,10,49142.77,33580.53,15562.25,6228.35,9416.44,567.2,44218.4,5.66,,9,459.56,0.35,3.54,65.8747,7.5,,,141.73,
Russia,RUS,EU,2018,11,49551.22,33645.94,15905.28,6381.32,9676.92,570,44891.6,5.98,,9.2,462.1,0.49,3.83,66.5059,7.5,,,141.2,
Russia,RUS,EU,2018,12,49883.05,33817.82,16065.23,6434.15,9683.91,574.8,47109.3,5.64,,9.19,468.5,0.84,4.26,67.5614,7.75,12.4,17.2,140.84,
Russia,RUS,EU,2019,1,50675.15,34138.01,16537.14,6637.63,10102.99,580.6,45721.2,6.1,,9.41,475.95,1.01,4.97,66.7215,7.75,,,145.18,
Russia,RUS,EU,2019,2,50984.4,34284.97,16699.42,6749.95,10061.8,583.2,46212.6,6.24,,9.52,482.61,0.45,5.23,65.7638,7.75,,,148.33,
Russia,RUS,EU,2019,3,51298.07,34354.66,16943.4,6852.46,10193.46,585,46141.2,6.12,,9.59,487.8,0.31,5.25,65.2116,7.75,12.4,17.6,147.51,
Russia,RUS,EU,2019,4,51919.42,34660.44,17258.98,6965.73,10406.52,586.7,46435.9,5.82,10.6,9.44,491.09,0.29,5.16,64.5528,7.75,,,151.89,
Russia,RUS,EU,2019,5,52224.8,34701.44,17523.36,7045.32,10557.63,588.7,46735.3,5.73,10.5,9.44,495.23,0.34,5.13,64.9014,7.75,,,153.65,
Russia,RUS,EU,2019,6,52363.26,34594.1,17769.16,7121.01,10723.84,589,47349.4,5.79,10.3,9.23,518.36,0.05,4.67,64.0768,7.5,12.2,18.2,163.19,
Russia,RUS,EU,2019,7,52638.46,34676.76,17961.7,7134.98,10840.69,590.1,47351,5.41,10.2,9.17,519.8,0.19,4.57,63.266,7.25,,,163.83,
Russia,RUS,EU,2019,8,53505.59,35220.94,18284.65,7245.83,11149.67,588.7,47584.1,5.27,9.9,8.79,529.08,-0.24,4.31,65.8332,7.25,,,158.73,
Russia,RUS,EU,2019,9,53628.44,35090.66,18537.78,7356.77,11291.95,587.8,48266.8,5.11,9.7,8.65,530.92,-0.15,4,64.9191,7,12,18.6,165.6,
Russia,RUS,EU,2019,10,54074.24,35385.15,18689.09,7385.93,11332.32,588.5,48082.4,4.99,9.4,8.74,540.92,0.12,3.76,64.2857,6.5,,,164.67,
Russia,RUS,EU,2019,11,54130.81,35207.56,18923.25,7524.73,11537.32,590.2,49195.3,4.58,9.2,8.46,542.03,0.29,3.54,63.8464,6.5,,,174.86,
Russia,RUS,EU,2019,12,53952.3,34851.89,19100.41,7636.85,11575.67,592.3,51660.3,4.74,,8.05,554.36,0.36,3.04,62.8651,6.25,11.8,19.1,177.26,
Russia,RUS,EU,2020,1,54129.62,34883.05,19246.58,7693.64,11609.73,594.7,50622.9,4.56,,7.96,562.31,0.41,2.43,61.8682,6.25,,,185.47,
Russia,RUS,EU,2020,2,54699.52,35228.73,19470.79,7821.1,11777.15,596.6,51314.2,4.32,,7.75,570.38,0.32,2.3,64.193,6,,,182.01,
Russia,RUS,EU,2020,3,56893.89,37082.94,19810.95,7949.17,11989.84,599.9,52327,4.32,,8.02,563.47,0.55,2.55,74.0789,6,12.3,19.8,146.9,
Russia,RUS,EU,2020,4,56790.84,37099.84,19691,8012.33,11741.83,604.9,52951.7,4.83,,8.36,566.01,0.83,3.1,74.9064,5.5,,,153.7,
Russia,RUS,EU,2020,5,56596.68,36857.13,19739.55,8083.26,11790.38,606.5,53068,4.11,,7.77,566.13,0.26,3.02,72.6617,5.5,,,159.12,
Russia,RUS,EU,2020,6,56744.5,36834.66,19909.84,8197.71,11897.51,607.9,54392.6,4,,7.01,568.87,0.23,3.21,69.3354,4.5,12.4,20.3,164.28,
Russia,RUS,EU,2020,7,57581.32,37364.66,20216.66,8378.03,12133.4,610,54687.4,3.51,,6.85,591.75,0.35,3.37,71.53,4.25,,,167.42,
Russia,RUS,EU,2020,8,58385.1,37782.26,20602.84,8578.81,12405.14,609.8,55294.2,3.24,,6.51,594.42,-0.03,3.58,73.8398,4.25,,,178.7,
Russia,RUS,EU,2020,9,58997.1,38040.59,20956.5,8843.43,12578.47,609.4,56023.9,3.32,,6.48,583.43,-0.07,3.67,76.104,4.25,12.2,21.4,173.57,
Russia,RUS,EU,2020,10,59862.8,38519,21343.8,9125.46,12764.99,612,55871.6,3.3,,6.53,582.85,0.43,3.99,77.6183,4.25,,,166.87,
Russia,RUS,EU,2020,11,59936.04,38471.28,21464.76,9152.38,12621.34,616.3,56122.6,3.25,,6.26,582.68,0.7,4.42,76.8814,4.25,,,178.39,
Russia,RUS,EU,2020,12,59758.71,38170.19,21588.52,9290.81,12463.06,621.4,58652.1,3.42,,6.51,595.77,0.83,4.91,73.9528,4.25,12.2,21.9,192.07,
Russia,RUS,EU,2021,1,60127.68,38352.76,21774.91,9375.67,12622.53,625.5,57598.4,3.42,,6.54,590.69,0.66,5.18,74.4117,4.25,,,202.15,
Russia,RUS,EU,2021,2,60375.52,38322.84,22052.68,9558.96,12761.87,630.5,58178.2,3.21,,6.62,586.27,0.8,5.68,74.2873,4.25,,,202.33,
Russia,RUS,EU,2021,3,61086.67,38598.56,22488.11,9789.76,13112.45,634.6,58261.6,3.25,,6.51,573.32,0.65,5.78,74.527,4.5,11.9,22,206.66,
Russia,RUS,EU,2021,4,62061.87,39132.63,22929.24,10068.94,13370.27,638.3,59206.3,3.36,,6.59,590.48,0.58,5.52,76.1038,5,,,210.99,
Russia,RUS,EU,2021,5,62957.66,39544.42,23413.24,10282.26,13623.48,643,59194.1,3.33,,6.85,605.23,0.74,6.02,73.9361,5,,,217.39,
Russia,RUS,EU,2021,6,63688.44,39718.95,23969.49,10574.69,13900.55,647.4,59583.9,3.43,,7.15,591.75,0.68,6.5,72.5571,5.5,11.5,21.6,226.85,
Russia,RUS,EU,2021,7,64715.41,40316.64,24398.78,10780.96,14116.52,649.4,59379.7,3.64,,7.45,601,0.31,6.46,73.9341,6.5,,,225.91,
Russia,RUS,EU,2021,8,65763.22,40896.36,24866.85,10967.84,14292.17,650.5,59816.9,3.87,,8.18,618.18,0.17,6.67,73.5423,6.5,,,229.56,
Russia,RUS,EU,2021,9,66561.03,41268.83,25292.2,11207.47,14511.23,654.4,60606.2,4.14,,8.18,614.12,0.6,7.38,72.844,6.75,12.1,21.3,239.18,
Russia,RUS,EU,2021,10,67612.73,41910.36,25702.37,11431.22,14734.53,661.7,60813.7,4.34,,8.42,624.24,1.12,8.12,71.3301,7.5,,,250.66,
Russia,RUS,EU,2021,11,68493.93,42580.66,25913.27,11454.07,14705.8,668,62312.5,4.6,,8.49,622.5,0.95,8.39,72.9821,7.5,,,242.05,
Russia,RUS,EU,2021,12,68823.48,42476.74,26346.74,11768.41,14915.51,673.5,66252.9,5.05,,8.93,630.63,0.82,8.38,73.8575,8.5,12.1,21.1,223.38,
Russia,RUS,EU,2022,1,69451.75,42865.09,26586.66,11907.51,15132.59,680.2,65310.3,5.08,,9.81,630.21,0.99,8.75,76.5582,8.5,,,212.89,
Russia,RUS,EU,2022,2,71381.23,44360.28,27020.95,12180.46,15252.55,688.1,66659.7,6.37,,11,617.13,1.16,9.14,77.7585,20,,,195.14,
Russia,RUS,EU,2022,3,71802.3,44754.39,27047.91,12451.16,15140.41,740.5,68203.5,18.79,,15.93,606.41,7.62,16.69,109.7567,20,15.3,20.2,147.44,
Russia,RUS,EU,2022,4,71353.8,44538.93,26814.87,12437.83,14634.41,752.1,68475.3,14.03,,14.05,593.05,1.57,17.83,80.29,17,,,146.33,
Russia,RUS,EU,2022,5,70859.03,44092.06,26766.97,12424.02,14315.82,753,68993.41,8.06,,12.79,587.42,0.12,17.11,65.4509,11,,,141.4,
Russia,RUS,EU,2022,6,70104.51,43240.33,26864.18,12508.53,14426.35,750.4,69623.2,6.97,,10.57,584.12,-0.35,15.91,57.5814,9.5,13.8,19.2,138.86,
Russia,RUS,EU,2022,7,71549.18,44407.06,27142.12,12682.25,14718.09,747.5,70825.4,6.21,,10.16,576.9,-0.39,15.11,59.3958,8,,,127.69,
Russia,RUS,EU,2022,8,73001.86,45578.09,27423.77,12793.73,14915.24,743.6,73333.3,5.06,,9.14,565.66,-0.52,14.31,60.839,8,,,130.3,
Russia,RUS,EU,2022,9,74041.58,46195.33,27846.25,13093.64,15164,744,75096.8,5.55,,9.13,540.69,0.05,13.69,60.0275,7.5,11.7,19.6,135.15,
Russia,RUS,EU,2022,10,75966.67,47851.8,28114.87,13321.9,15321.14,745.3,75636.5,5.17,,9.13,547.19,0.17,12.63,61.8334,7.5,,,120.77,
Russia,RUS,EU,2022,11,77030.65,48588.67,28441.99,13528.59,15348.34,748.1,76873.3,5.35,,8.98,567.29,0.38,11.99,61.1288,7.5,,,130.35,
Russia,RUS,EU,2022,12,78942.55,50131.61,28810.93,13844.98,15489.03,753.9,82388,5.48,,8.75,581.99,0.78,11.94,65.8408,7.5,11.7,20.1,128.02,
Russia,RUS,EU,2023,1,79213.13,50270.23,28942.91,13926.82,15414.32,760.3,82221.7,5.35,,9.01,597.04,0.85,11.78,70.0669,7.5,,,129.45,
Russia,RUS,EU,2023,2,80992.77,51783.19,29209.58,14144.11,15364.6,763.7,83955.9,5.42,,9.25,574.25,0.45,10.99,73.7457,7.5,,,132.24,
Russia,RUS,EU,2023,3,82443.42,52689.2,29754.22,14445.19,15827.4,766.5,84813.4,5.81,,9.24,593.88,0.37,3.51,76.423,7.5,12.5,20.8,139.11,
Russia,RUS,EU,2023,4,84086.96,53805.38,30281.58,14753.19,16137.48,769.5,84636,5.68,,9.49,595.79,0.39,2.31,81.0177,7.5,,,152.71,
Russia,RUS,EU,2023,5,85320.56,54427.95,30892.61,15085.12,16447.42,771.9,86197.3,5.52,,9.46,584.18,0.31,2.51,79.1915,7.5,,,155.2,
Russia,RUS,EU,2023,6,86915.64,55392.04,31523.6,15449.5,16770.41,774.7,87276.8,5.4,,9.47,582.42,0.36,3.24,83.3775,7.5,12.8,21.5,163.86,
Russia,RUS,EU,2023,7,89374.44,57279.79,32094.64,15653.57,17009.52,779.6,88294,5.75,,9.54,589.97,0.63,4.29,90.6167,8.5,,,172.66,
Russia,RUS,EU,2023,8,91689.68,58584,33105.68,16236.34,17656.18,781.8,90110.9,8.64,,11.74,581.66,0.28,5.14,95.7368,12,,,186.06,
Russia,RUS,EU,2023,9,93756.89,59684.41,34072.47,16905.19,18418.91,788.6,90597.3,9.47,,12.83,569.02,0.87,5.99,96.7083,13,14.7,22.4,186.07,
Russia,RUS,EU,2023,10,95582.89,60768.99,34813.9,17398.24,18577.56,795.2,91134.7,10.06,,13.47,576.08,0.84,6.7,97.0345,15,,,190.33,
Russia,RUS,EU,2023,11,96775,61416.31,35358.69,17727.22,18453.5,804,92546.9,11.73,,13.86,592.35,1.11,7.47,90.5356,15,,,190.84,
Russia,RUS,EU,2023,12,97341.17,61883.72,35457.45,18015.88,18059.22,809.9,98385.4,12.89,,15.1,598.59,0.73,7.43,91.0386,16,16.8,22.5,182.82,
Russia,RUS,EU,2024,1,97957.52,62273.68,35683.84,18144.99,17956.62,816.8,97816.7,14.49,,15.59,585.45,0.85,7.43,89.3901,16,,,187.82,
Russia,RUS,EU,2024,2,98942.42,62981.59,35960.82,18225.66,17944.94,822.4,99422,14.61,,15.87,582.64,0.69,7.69,91.802,16,,,191.44,
Russia,RUS,EU,2024,3,100676.87,64082.58,36594.29,18453.95,18449.31,825.7,99595.8,14.67,,16.12,590.37,0.4,7.72,91.8705,16,18.1,22.2,195.88,
Russia,RUS,EU,2024,4,102517.6,65321.66,37195.95,18606.92,18970.29,829.8,103107.4,14.81,,16.01,597.91,0.5,7.84,93.1493,16,,,204.03,
Russia,RUS,EU,2024,5,104310.67,66439.13,37871.54,18766.88,19417.59,835.9,102519.1,15.09,,15.93,599.04,0.74,8.29,90.6459,16,,,202.67,
Russia,RUS,EU,2024,6,105737.19,66862.74,38874.45,19284.52,20267.53,841.3,103557.2,16.45,,15.78,593.5,0.65,8.6,88.1555,16,18.6,22.5,190.1,
Russia,RUS,EU,2024,7,107644.83,68462.28,39182.55,19211.46,20415.66,850.9,104351.3,16.33,,16.38,602.05,1.14,9.15,87.2999,18,,,190.94,
Russia,RUS,EU,2024,8,109914.66,70291.4,39623.26,19289.59,20338.73,852.6,106242.7,16.76,,17.1,613.72,0.2,9.06,88.9945,18,,,190.94,
Russia,RUS,EU,2024,9,111567.29,71745.29,39822,19231.71,20610.54,856.7,107629.5,17.59,,17.95,633.74,0.48,8.64,91.3164,19,,,190.94,
Russia,RUS,EU,2024,10,113830.7,73815.99,40014.71,19111.13,20725.13,863.1,108947.9,18.96,,18.36,631.57,0.75,8.54,96.3394,21,,,190.94,
Russia,RUS,EU,2024,11,115471.07,76113.91,39357.16,19123.29,20125.45,875.4,111025.2,20.54,,19.28,616.49,1.43,8.88,100.555,21,,,190.94,
Russia,RUS,EU,2024,12,113843.13,74926.83,38916.3,19198.5,19805.18,,117256.4,21.57,,,609.07,,,103.6563,21,,,190.94,
Russia,RUS,EU,2025,1,,,,,,,,,,,,,,102.4272,21,,,,
Russia,RUS,EU,2025,2,,,,,,,,,,,,,,92.9721,,,,,
Russia,RUS,EU,2025,3,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,4,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,5,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,6,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,7,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,8,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,9,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,10,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,11,,,,,,,,,,,,,,,,,,,
Russia,RUS,EU,2025,12,,,,,,,,,,,,,,,,,,,
