Month,ailyk,aviabilet_bishkek,bilet_bishkek,jumush_izdeim,jumush,perevodi_deneg,poisk_raboti,rabota,vakansii,yunistream_kyrgyzstan,yunistream,zarplata,zolotaya_korona_kyrgyzstan,zolotaya_korona,log_ailyk,log_aviabilet_bishkek,log_bilet_bishkek,log_jumush_izdeim,log_jumush,log_perevodi_deneg,log_poisk_raboti,log_rabota,log_vakansii,log_yunistream_kyrgyzstan,log_yunistream,log_zarplata,log_zolotaya_korona_kyrgyzstan,log_zolotaya_korona,work_ratio,findwork_ratio,salary_ratio,work_diff,yunistream_diff,findwork_diff,salary_diff,zolotaya_korona_diff,lag_ailyk,lag_aviabilet_bishkek,lag_bilet_bishkek,lag_jumush_izdeim,lag_jumush,lag_perevodi_deneg,lag_poisk_raboti,lag_rabota,lag_vakansii,lag_yunistream_kyrgyzstan,lag_yunistream,lag_zarplata,lag_zolotaya_korona_kyrgyzstan,lag_zolotaya_korona,lag_log_ailyk,lag_log_aviabilet_bishkek,lag_log_bilet_bishkek,lag_log_jumush_izdeim,lag_log_jumush,lag_log_perevodi_deneg,lag_log_poisk_raboti,lag_log_rabota,lag_log_vakansii,lag_log_yunistream_kyrgyzstan,lag_log_yunistream,lag_log_zarplata,lag_log_zolotaya_korona_kyrgyzstan,lag_log_zolotaya_korona,lag_work_ratio,lag_findwork_ratio,lag_salary_ratio,lag_work_diff,lag_yunistream_diff,lag_findwork_diff,lag_salary_diff,lag_zolotaya_korona_diff
2015-01-01,0,18,11,9,15,2,11,77,80,0,55,58,0,39,0,2.9444389791664403,2.4849066497880004,2.302585092994046,2.772588722239781,1.0986122886681098,2.4849066497880004,4.356708826689592,4.394449154672439,0,4.02535169073515,4.07753744390572,0,3.6888794541139363,0.19480519480519481,0.8181818181818182,0,62,55,2,58,39,0,34,9,0,8,3,8,65,55,0,79,52,0,55,0,3.5553480614894135,2.302585092994046,0,2.1972245773362196,1.3862943611198906,2.1972245773362196,4.189654742026425,4.02535169073515,0,4.382026634673881,3.970291913552122,0,4.02535169073515,0.12307692307692308,0,0,57,79,8,52,55
2015-02-01,0,29,7,9,12,3,12,83,84,0,58,55,0,40,0,3.4011973816621555,2.0794415416798357,2.302585092994046,2.5649493574615367,1.3862943611198906,2.5649493574615367,4.430816798843313,4.442651256490317,0,4.07753744390572,4.02535169073515,0,3.713572066704308,0.14457831325301204,0.75,0,71,58,3,55,40,0,18,11,9,15,2,11,77,80,0,55,58,0,39,0,2.9444389791664403,2.4849066497880004,2.302585092994046,2.772588722239781,1.0986122886681098,2.4849066497880004,4.356708826689592,4.394449154672439,0,4.02535169073515,4.07753744390572,0,3.6888794541139363,0.19480519480519481,0.8181818181818182,0,62,55,2,58,39
2015-03-01,0,22,8,0,6,3,11,80,79,0,60,52,0,40,0,3.1354942159291497,2.1972245773362196,0,1.9459101490553132,1.3862943611198906,2.4849066497880004,4.394449154672439,4.382026634673881,0,4.110873864173311,3.970291913552122,0,3.713572066704308,0.075,0,0,74,60,11,52,40,0,29,7,9,12,3,12,83,84,0,58,55,0,40,0,3.4011973816621555,2.0794415416798357,2.302585092994046,2.5649493574615367,1.3862943611198906,2.5649493574615367,4.430816798843313,4.442651256490317,0,4.07753744390572,4.02535169073515,0,3.713572066704308,0.14457831325301204,0.75,0,71,58,3,55,40
2015-04-01,0,18,5,9,10,3,10,82,81,0,55,51,0,36,0,2.9444389791664403,1.791759469228055,2.302585092994046,2.3978952727983707,1.3862943611198906,2.3978952727983707,4.418840607796598,4.406719247264253,0,4.02535169073515,3.9512437185814275,0,3.6109179126442243,0.12195121951219512,0.9,0,72,55,1,51,36,0,22,8,0,6,3,11,80,79,0,60,52,0,40,0,3.1354942159291497,2.1972245773362196,0,1.9459101490553132,1.3862943611198906,2.4849066497880004,4.394449154672439,4.382026634673881,0,4.110873864173311,3.970291913552122,0,3.713572066704308,0.075,0,0,74,60,11,52,40
2015-05-01,0,24,12,14,13,2,9,74,69,0,55,47,0,38,0,3.2188758248682006,2.5649493574615367,2.70805020110221,2.6390573296152584,1.0986122886681098,2.302585092994046,4.31748811353631,4.248495242049359,0,4.02535169073515,3.871201010907891,0,3.6635616461296463,0.17567567567567569,1.5555555555555556,0,61,55,-5,47,38,0,18,5,9,10,3,10,82,81,0,55,51,0,36,0,2.9444389791664403,1.791759469228055,2.302585092994046,2.3978952727983707,1.3862943611198906,2.3978952727983707,4.418840607796598,4.406719247264253,0,4.02535169073515,3.9512437185814275,0,3.6109179126442243,0.12195121951219512,0.9,0,72,55,1,51,36
2015-06-01,0,29,11,0,21,3,10,71,79,0,62,54,0,44,0,3.4011973816621555,2.4849066497880004,0,3.091042453358316,1.3862943611198906,2.3978952727983707,4.276666119016055,4.382026634673881,0,4.143134726391533,4.007333185232471,0,3.8066624897703196,0.29577464788732394,0,0,50,62,10,54,44,0,24,12,14,13,2,9,74,69,0,55,47,0,38,0,3.2188758248682006,2.5649493574615367,2.70805020110221,2.6390573296152584,1.0986122886681098,2.302585092994046,4.31748811353631,4.248495242049359,0,4.02535169073515,3.871201010907891,0,3.6635616461296463,0.17567567567567569,1.5555555555555556,0,61,55,-5,47,38
2015-07-01,0,55,12,8,25,3,11,72,86,0,62,54,0,49,0,4.02535169073515,2.5649493574615367,2.1972245773362196,3.258096538021482,1.3862943611198906,2.4849066497880004,4.290459441148391,4.465908118654584,0,4.143134726391533,4.007333185232471,0,3.912023005428146,0.3472222222222222,0.7272727272727273,0,47,62,3,54,49,0,29,11,0,21,3,10,71,79,0,62,54,0,44,0,3.4011973816621555,2.4849066497880004,0,3.091042453358316,1.3862943611198906,2.3978952727983707,4.276666119016055,4.382026634673881,0,4.143134726391533,4.007333185232471,0,3.8066624897703196,0.29577464788732394,0,0,50,62,10,54,44
2015-08-01,0,24,12,0,22,3,11,67,85,0,65,55,0,45,0,3.2188758248682006,2.5649493574615367,0,3.1354942159291497,1.3862943611198906,2.4849066497880004,4.219507705176107,4.454347296253507,0,4.189654742026425,4.02535169073515,0,3.828641396489095,0.3283582089552239,0,0,45,65,11,55,45,0,55,12,8,25,3,11,72,86,0,62,54,0,49,0,4.02535169073515,2.5649493574615367,2.1972245773362196,3.258096538021482,1.3862943611198906,2.4849066497880004,4.290459441148391,4.465908118654584,0,4.143134726391533,4.007333185232471,0,3.912023005428146,0.3472222222222222,0.7272727272727273,0,47,62,3,54,49
2015-09-01,0,23,10,0,25,3,10,81,91,0,56,54,0,43,0,3.1780538303479458,2.3978952727983707,0,3.258096538021482,1.3862943611198906,2.3978952727983707,4.406719247264253,4.5217885770490405,0,4.04305126783455,4.007333185232471,0,3.784189633918261,0.30864197530864196,0,0,56,56,10,54,43,0,24,12,0,22,3,11,67,85,0,65,55,0,45,0,3.2188758248682006,2.5649493574615367,0,3.1354942159291497,1.3862943611198906,2.4849066497880004,4.219507705176107,4.454347296253507,0,4.189654742026425,4.02535169073515,0,3.828641396489095,0.3283582089552239,0,0,45,65,11,55,45
2015-10-01,0,30,8,14,30,3,10,82,91,0,48,54,0,43,0,3.4339872044851463,2.1972245773362196,2.70805020110221,3.4339872044851463,1.3862943611198906,2.3978952727983707,4.418840607796598,4.5217885770490405,0,3.8918202981106265,4.007333185232471,0,3.784189633918261,0.36585365853658536,1.4,0,52,48,-4,54,43,0,23,10,0,25,3,10,81,91,0,56,54,0,43,0,3.1780538303479458,2.3978952727983707,0,3.258096538021482,1.3862943611198906,2.3978952727983707,4.406719247264253,4.5217885770490405,0,4.04305126783455,4.007333185232471,0,3.784189633918261,0.30864197530864196,0,0,56,56,10,54,43
2015-11-01,0,25,7,25,37,3,10,78,88,0,52,53,0,43,0,3.258096538021482,2.0794415416798357,3.258096538021482,3.6375861597263857,1.3862943611198906,2.3978952727983707,4.3694478524670215,4.48863636973214,0,3.970291913552122,3.9889840465642745,0,3.784189633918261,0.47435897435897434,2.5,0,41,52,-15,53,43,0,30,8,14,30,3,10,82,91,0,48,54,0,43,0,3.4339872044851463,2.1972245773362196,2.70805020110221,3.4339872044851463,1.3862943611198906,2.3978952727983707,4.418840607796598,4.5217885770490405,0,3.8918202981106265,4.007333185232471,0,3.784189633918261,0.36585365853658536,1.4,0,52,48,-4,54,43
2015-12-01,0,25,8,100,37,2,8,72,70,0,65,53,0,51,0,3.258096538021482,2.1972245773362196,4.61512051684126,3.6375861597263857,1.0986122886681098,2.1972245773362196,4.290459441148391,4.2626798770413155,0,4.189654742026425,3.9889840465642745,0,3.9512437185814275,0.5138888888888888,12.5,0,35,65,-92,53,51,0,25,7,25,37,3,10,78,88,0,52,53,0,43,0,3.258096538021482,2.0794415416798357,3.258096538021482,3.6375861597263857,1.3862943611198906,2.3978952727983707,4.3694478524670215,4.48863636973214,0,3.970291913552122,3.9889840465642745,0,3.784189633918261,0.47435897435897434,2.5,0,41,52,-15,53,43
2016-01-01,0,30,11,93,59,2,11,83,94,0,49,75,0,38,0,3.4339872044851463,2.4849066497880004,4.543294782270004,4.0943445622221,1.0986122886681098,2.4849066497880004,4.430816798843313,4.553876891600541,0,3.912023005428146,4.330733340286331,0,3.6635616461296463,0.7108433734939759,8.454545454545455,0,24,49,-82,75,38,0,25,8,100,37,2,8,72,70,0,65,53,0,51,0,3.258096538021482,2.1972245773362196,4.61512051684126,3.6375861597263857,1.0986122886681098,2.1972245773362196,4.290459441148391,4.2626798770413155,0,4.189654742026425,3.9889840465642745,0,3.9512437185814275,0.5138888888888888,12.5,0,35,65,-92,53,51
2016-02-01,0,14,10,37,66,2,11,88,100,0,53,78,0,40,0,2.70805020110221,2.3978952727983707,3.6375861597263857,4.204692619390966,1.0986122886681098,2.4849066497880004,4.48863636973214,4.61512051684126,0,3.9889840465642745,4.3694478524670215,0,3.713572066704308,0.75,3.3636363636363638,0,22,53,-26,78,40,0,30,11,93,59,2,11,83,94,0,49,75,0,38,0,3.4339872044851463,2.4849066497880004,4.543294782270004,4.0943445622221,1.0986122886681098,2.4849066497880004,4.430816798843313,4.553876891600541,0,3.912023005428146,4.330733340286331,0,3.6635616461296463,0.7108433734939759,8.454545454545455,0,24,49,-82,75,38
2016-03-01,0,21,10,20,57,2,10,87,99,0,54,64,0,42,0,3.091042453358316,2.3978952727983707,3.044522437723423,4.060443010546419,1.0986122886681098,2.3978952727983707,4.477336814478207,4.605170185988092,0,4.007333185232471,4.174387269895637,0,3.7612001156935624,0.6551724137931034,2,0,30,54,-10,64,42,0,14,10,37,66,2,11,88,100,0,53,78,0,40,0,2.70805020110221,2.3978952727983707,3.6375861597263857,4.204692619390966,1.0986122886681098,2.4849066497880004,4.48863636973214,4.61512051684126,0,3.9889840465642745,4.3694478524670215,0,3.713572066704308,0.75,3.3636363636363638,0,22,53,-26,78,40
2016-04-01,0,20,9,26,56,3,8,78,79,0,57,65,0,40,0,3.044522437723423,2.302585092994046,3.295836866004329,4.04305126783455,1.3862943611198906,2.1972245773362196,4.3694478524670215,4.382026634673881,0,4.060443010546419,4.189654742026425,0,3.713572066704308,0.717948717948718,3.25,0,22,57,-18,65,40,0,21,10,20,57,2,10,87,99,0,54,64,0,42,0,3.091042453358316,2.3978952727983707,3.044522437723423,4.060443010546419,1.0986122886681098,2.3978952727983707,4.477336814478207,4.605170185988092,0,4.007333185232471,4.174387269895637,0,3.7612001156935624,0.6551724137931034,2,0,30,54,-10,64,42
2016-05-01,0,30,14,21,55,2,7,75,78,0,50,60,0,41,0,3.4339872044851463,2.70805020110221,3.091042453358316,4.02535169073515,1.0986122886681098,2.0794415416798357,4.330733340286331,4.3694478524670215,0,3.9318256327243257,4.110873864173311,0,3.7376696182833684,0.7333333333333333,3,0,20,50,-14,60,41,0,20,9,26,56,3,8,78,79,0,57,65,0,40,0,3.044522437723423,2.302585092994046,3.295836866004329,4.04305126783455,1.3862943611198906,2.1972245773362196,4.3694478524670215,4.382026634673881,0,4.060443010546419,4.189654742026425,0,3.713572066704308,0.717948717948718,3.25,0,22,57,-18,65,40
2016-06-01,0,48,21,28,62,3,7,68,84,0,61,72,0,48,0,3.8918202981106265,3.091042453358316,3.367295829986474,4.143134726391533,1.3862943611198906,2.0794415416798357,4.23410650459726,4.442651256490317,0,4.127134385045092,4.290459441148391,0,3.8918202981106265,0.9117647058823529,4,0,6,61,-21,72,48,0,30,14,21,55,2,7,75,78,0,50,60,0,41,0,3.4339872044851463,2.70805020110221,3.091042453358316,4.02535169073515,1.0986122886681098,2.0794415416798357,4.330733340286331,4.3694478524670215,0,3.9318256327243257,4.110873864173311,0,3.7376696182833684,0.7333333333333333,3,0,20,50,-14,60,41
2016-07-01,0,52,18,33,65,3,8,66,89,0,62,82,0,52,0,3.970291913552122,2.9444389791664403,3.5263605246161616,4.189654742026425,1.3862943611198906,2.1972245773362196,4.204692619390966,4.499809670330265,0,4.143134726391533,4.418840607796598,0,3.970291913552122,0.9848484848484849,4.125,0,1,62,-25,82,52,0,48,21,28,62,3,7,68,84,0,61,72,0,48,0,3.8918202981106265,3.091042453358316,3.367295829986474,4.143134726391533,1.3862943611198906,2.0794415416798357,4.23410650459726,4.442651256490317,0,4.127134385045092,4.290459441148391,0,3.8918202981106265,0.9117647058823529,4,0,6,61,-21,72,48
2016-08-01,0,37,14,21,64,2,8,63,87,0,59,76,0,64,0,3.6375861597263857,2.70805020110221,3.091042453358316,4.174387269895637,1.0986122886681098,2.1972245773362196,4.1588830833596715,4.477336814478207,0,4.0943445622221,4.343805421853684,0,4.174387269895637,1.0158730158730158,2.625,0,-1,59,-13,76,64,0,52,18,33,65,3,8,66,89,0,62,82,0,52,0,3.970291913552122,2.9444389791664403,3.5263605246161616,4.189654742026425,1.3862943611198906,2.1972245773362196,4.204692619390966,4.499809670330265,0,4.143134726391533,4.418840607796598,0,3.970291913552122,0.9848484848484849,4.125,0,1,62,-25,82,52
2016-09-01,0,24,11,30,84,3,8,76,92,0,52,76,0,55,0,3.2188758248682006,2.4849066497880004,3.4339872044851463,4.442651256490317,1.3862943611198906,2.1972245773362196,4.343805421853684,4.532599493153256,0,3.970291913552122,4.343805421853684,0,4.02535169073515,1.105263157894737,3.75,0,-8,52,-22,76,55,0,37,14,21,64,2,8,63,87,0,59,76,0,64,0,3.6375861597263857,2.70805020110221,3.091042453358316,4.174387269895637,1.0986122886681098,2.1972245773362196,4.1588830833596715,4.477336814478207,0,4.0943445622221,4.343805421853684,0,4.174387269895637,1.0158730158730158,2.625,0,-1,59,-13,76,64
2016-10-01,0,32,10,39,71,3,8,78,94,0,52,72,0,60,0,3.4965075614664802,2.3978952727983707,3.6888794541139363,4.276666119016055,1.3862943611198906,2.1972245773362196,4.3694478524670215,4.553876891600541,0,3.970291913552122,4.290459441148391,0,4.110873864173311,0.9102564102564102,4.875,0,7,52,-31,72,60,0,24,11,30,84,3,8,76,92,0,52,76,0,55,0,3.2188758248682006,2.4849066497880004,3.4339872044851463,4.442651256490317,1.3862943611198906,2.1972245773362196,4.343805421853684,4.532599493153256,0,3.970291913552122,4.343805421853684,0,4.02535169073515,1.105263157894737,3.75,0,-8,52,-22,76,55
2016-11-01,0,28,11,76,87,4,8,81,85,0,52,74,0,43,0,3.367295829986474,2.4849066497880004,4.343805421853684,4.477336814478207,1.6094379124341003,2.1972245773362196,4.406719247264253,4.454347296253507,0,3.970291913552122,4.31748811353631,0,3.784189633918261,1.0740740740740742,9.5,0,-6,52,-68,74,43,0,32,10,39,71,3,8,78,94,0,52,72,0,60,0,3.4965075614664802,2.3978952727983707,3.6888794541139363,4.276666119016055,1.3862943611198906,2.1972245773362196,4.3694478524670215,4.553876891600541,0,3.970291913552122,4.290459441148391,0,4.110873864173311,0.9102564102564102,4.875,0,7,52,-31,72,60
2016-12-01,0,37,12,36,87,3,6,68,68,0,51,64,0,47,0,3.6375861597263857,2.5649493574615367,3.6109179126442243,4.477336814478207,1.3862943611198906,1.9459101490553132,4.23410650459726,4.23410650459726,0,3.9512437185814275,4.174387269895637,0,3.871201010907891,1.2794117647058822,6,0,-19,51,-30,64,47,0,28,11,76,87,4,8,81,85,0,52,74,0,43,0,3.367295829986474,2.4849066497880004,4.343805421853684,4.477336814478207,1.6094379124341003,2.1972245773362196,4.406719247264253,4.454347296253507,0,3.970291913552122,4.31748811353631,0,3.784189633918261,1.0740740740740742,9.5,0,-6,52,-68,74,43
2017-01-01,0,25,12,36,89,3,8,75,95,0,42,78,0,39,0,3.258096538021482,2.5649493574615367,3.6109179126442243,4.499809670330265,1.3862943611198906,2.1972245773362196,4.330733340286331,4.564348191467836,0,3.7612001156935624,4.3694478524670215,0,3.6888794541139363,1.1866666666666668,4.5,0,-14,42,-28,78,39,0,37,12,36,87,3,6,68,68,0,51,64,0,47,0,3.6375861597263857,2.5649493574615367,3.6109179126442243,4.477336814478207,1.3862943611198906,1.9459101490553132,4.23410650459726,4.23410650459726,0,3.9512437185814275,4.174387269895637,0,3.871201010907891,1.2794117647058822,6,0,-19,51,-30,64,47
2017-02-01,0,21,9,49,100,2,8,80,97,0,45,77,0,42,0,3.091042453358316,2.302585092994046,3.912023005428146,4.61512051684126,1.0986122886681098,2.1972245773362196,4.394449154672439,4.584967478670572,0,3.828641396489095,4.356708826689592,0,3.7612001156935624,1.25,6.125,0,-20,45,-41,77,42,0,25,12,36,89,3,8,75,95,0,42,78,0,39,0,3.258096538021482,2.5649493574615367,3.6109179126442243,4.499809670330265,1.3862943611198906,2.1972245773362196,4.330733340286331,4.564348191467836,0,3.7612001156935624,4.3694478524670215,0,3.6888794541139363,1.1866666666666668,4.5,0,-14,42,-28,78,39
2017-03-01,0,35,12,45,82,3,8,78,99,0,45,78,0,45,0,3.58351893845611,2.5649493574615367,3.828641396489095,4.418840607796598,1.3862943611198906,2.1972245773362196,4.3694478524670215,4.605170185988092,0,3.828641396489095,4.3694478524670215,0,3.828641396489095,1.0512820512820513,5.625,0,-4,45,-37,78,45,0,21,9,49,100,2,8,80,97,0,45,77,0,42,0,3.091042453358316,2.302585092994046,3.912023005428146,4.61512051684126,1.0986122886681098,2.1972245773362196,4.394449154672439,4.584967478670572,0,3.828641396489095,4.356708826689592,0,3.7612001156935624,1.25,6.125,0,-20,45,-41,77,42
2017-04-01,0,38,13,44,81,3,7,72,82,0,47,72,0,52,0,3.6635616461296463,2.6390573296152584,3.8066624897703196,4.406719247264253,1.3862943611198906,2.0794415416798357,4.290459441148391,4.418840607796598,0,3.871201010907891,4.290459441148391,0,3.970291913552122,1.125,6.285714285714286,0,-9,47,-37,72,52,0,35,12,45,82,3,8,78,99,0,45,78,0,45,0,3.58351893845611,2.5649493574615367,3.828641396489095,4.418840607796598,1.3862943611198906,2.1972245773362196,4.3694478524670215,4.605170185988092,0,3.828641396489095,4.3694478524670215,0,3.828641396489095,1.0512820512820513,5.625,0,-4,45,-37,78,45
2017-05-01,0,47,19,34,82,3,7,73,80,0,48,70,0,47,0,3.871201010907891,2.995732273553991,3.5553480614894135,4.418840607796598,1.3862943611198906,2.0794415416798357,4.30406509320417,4.394449154672439,0,3.8918202981106265,4.2626798770413155,0,3.871201010907891,1.1232876712328768,4.857142857142857,0,-9,48,-27,70,47,0,38,13,44,81,3,7,72,82,0,47,72,0,52,0,3.6635616461296463,2.6390573296152584,3.8066624897703196,4.406719247264253,1.3862943611198906,2.0794415416798357,4.290459441148391,4.418840607796598,0,3.871201010907891,4.290459441148391,0,3.970291913552122,1.125,6.285714285714286,0,-9,47,-37,72,52
2017-06-01,0,45,22,34,83,2,7,63,86,0,52,75,0,55,0,3.828641396489095,3.1354942159291497,3.5553480614894135,4.430816798843313,1.0986122886681098,2.0794415416798357,4.1588830833596715,4.465908118654584,0,3.970291913552122,4.330733340286331,0,4.02535169073515,1.3174603174603174,4.857142857142857,0,-20,52,-27,75,55,0,47,19,34,82,3,7,73,80,0,48,70,0,47,0,3.871201010907891,2.995732273553991,3.5553480614894135,4.418840607796598,1.3862943611198906,2.0794415416798357,4.30406509320417,4.394449154672439,0,3.8918202981106265,4.2626798770413155,0,3.871201010907891,1.1232876712328768,4.857142857142857,0,-9,48,-27,70,47
2017-07-01,0,56,22,28,74,3,7,62,91,0,57,80,0,56,0,4.04305126783455,3.1354942159291497,3.367295829986474,4.31748811353631,1.3862943611198906,2.0794415416798357,4.143134726391533,4.5217885770490405,0,4.060443010546419,4.394449154672439,0,4.04305126783455,1.1935483870967742,4,0,-12,57,-21,80,56,0,45,22,34,83,2,7,63,86,0,52,75,0,55,0,3.828641396489095,3.1354942159291497,3.5553480614894135,4.430816798843313,1.0986122886681098,2.0794415416798357,4.1588830833596715,4.465908118654584,0,3.970291913552122,4.330733340286331,0,4.02535169073515,1.3174603174603174,4.857142857142857,0,-20,52,-27,75,55
2017-08-01,0,39,18,24,65,3,7,61,94,0,55,75,0,52,0,3.6888794541139363,2.9444389791664403,3.2188758248682006,4.189654742026425,1.3862943611198906,2.0794415416798357,4.127134385045092,4.553876891600541,0,4.02535169073515,4.330733340286331,0,3.970291913552122,1.0655737704918034,3.4285714285714284,0,-4,55,-17,75,52,0,56,22,28,74,3,7,62,91,0,57,80,0,56,0,4.04305126783455,3.1354942159291497,3.367295829986474,4.31748811353631,1.3862943611198906,2.0794415416798357,4.143134726391533,4.5217885770490405,0,4.060443010546419,4.394449154672439,0,4.04305126783455,1.1935483870967742,4,0,-12,57,-21,80,56
2017-09-01,0,57,15,35,56,3,8,67,92,0,49,75,0,50,0,4.060443010546419,2.772588722239781,3.58351893845611,4.04305126783455,1.3862943611198906,2.1972245773362196,4.219507705176107,4.532599493153256,0,3.912023005428146,4.330733340286331,0,3.9318256327243257,0.835820895522388,4.375,0,11,49,-27,75,50,0,39,18,24,65,3,7,61,94,0,55,75,0,52,0,3.6888794541139363,2.9444389791664403,3.2188758248682006,4.189654742026425,1.3862943611198906,2.0794415416798357,4.127134385045092,4.553876891600541,0,4.02535169073515,4.330733340286331,0,3.970291913552122,1.0655737704918034,3.4285714285714284,0,-4,55,-17,75,52
2017-10-01,0,48,16,32,49,2,8,76,92,0,47,81,0,49,0,3.8918202981106265,2.833213344056216,3.4965075614664802,3.912023005428146,1.0986122886681098,2.1972245773362196,4.343805421853684,4.532599493153256,0,3.871201010907891,4.406719247264253,0,3.912023005428146,0.6447368421052632,4,0,27,47,-24,81,49,0,57,15,35,56,3,8,67,92,0,49,75,0,50,0,4.060443010546419,2.772588722239781,3.58351893845611,4.04305126783455,1.3862943611198906,2.1972245773362196,4.219507705176107,4.532599493153256,0,3.912023005428146,4.330733340286331,0,3.9318256327243257,0.835820895522388,4.375,0,11,49,-27,75,50
2017-11-01,0,54,13,34,58,3,7,67,92,0,49,81,0,47,0,4.007333185232471,2.6390573296152584,3.5553480614894135,4.07753744390572,1.3862943611198906,2.0794415416798357,4.219507705176107,4.532599493153256,0,3.912023005428146,4.406719247264253,0,3.871201010907891,0.8656716417910447,4.857142857142857,0,9,49,-27,81,47,0,48,16,32,49,2,8,76,92,0,47,81,0,49,0,3.8918202981106265,2.833213344056216,3.4965075614664802,3.912023005428146,1.0986122886681098,2.1972245773362196,4.343805421853684,4.532599493153256,0,3.871201010907891,4.406719247264253,0,3.912023005428146,0.6447368421052632,4,0,27,47,-24,81,49
2017-12-01,0,49,17,32,63,3,6,61,70,0,50,73,0,56,0,3.912023005428146,2.8903717578961645,3.4965075614664802,4.1588830833596715,1.3862943611198906,1.9459101490553132,4.127134385045092,4.2626798770413155,0,3.9318256327243257,4.30406509320417,0,4.04305126783455,1.0327868852459017,5.333333333333333,0,-2,50,-26,73,56,0,54,13,34,58,3,7,67,92,0,49,81,0,47,0,4.007333185232471,2.6390573296152584,3.5553480614894135,4.07753744390572,1.3862943611198906,2.0794415416798357,4.219507705176107,4.532599493153256,0,3.912023005428146,4.406719247264253,0,3.871201010907891,0.8656716417910447,4.857142857142857,0,9,49,-27,81,47
2018-01-01,0,43,15,33,80,2,8,70,92,0,45,85,0,46,0,3.784189633918261,2.772588722239781,3.5263605246161616,4.394449154672439,1.0986122886681098,2.1972245773362196,4.2626798770413155,4.532599493153256,0,3.828641396489095,4.454347296253507,0,3.8501476017100584,1.1428571428571428,4.125,0,-10,45,-25,85,46,0,49,17,32,63,3,6,61,70,0,50,73,0,56,0,3.912023005428146,2.8903717578961645,3.4965075614664802,4.1588830833596715,1.3862943611198906,1.9459101490553132,4.127134385045092,4.2626798770413155,0,3.9318256327243257,4.30406509320417,0,4.04305126783455,1.0327868852459017,5.333333333333333,0,-2,50,-26,73,56
2018-02-01,0,40,10,23,63,2,7,74,91,0,43,82,0,43,0,3.713572066704308,2.3978952727983707,3.1780538303479458,4.1588830833596715,1.0986122886681098,2.0794415416798357,4.31748811353631,4.5217885770490405,0,3.784189633918261,4.418840607796598,0,3.784189633918261,0.8513513513513513,3.2857142857142856,0,11,43,-16,82,43,0,43,15,33,80,2,8,70,92,0,45,85,0,46,0,3.784189633918261,2.772588722239781,3.5263605246161616,4.394449154672439,1.0986122886681098,2.1972245773362196,4.2626798770413155,4.532599493153256,0,3.828641396489095,4.454347296253507,0,3.8501476017100584,1.1428571428571428,4.125,0,-10,45,-25,85,46
2018-03-01,0,39,13,33,61,3,7,67,81,0,55,78,0,49,0,3.6888794541139363,2.6390573296152584,3.5263605246161616,4.127134385045092,1.3862943611198906,2.0794415416798357,4.219507705176107,4.406719247264253,0,4.02535169073515,4.3694478524670215,0,3.912023005428146,0.9104477611940298,4.714285714285714,0,6,55,-26,78,49,0,40,10,23,63,2,7,74,91,0,43,82,0,43,0,3.713572066704308,2.3978952727983707,3.1780538303479458,4.1588830833596715,1.0986122886681098,2.0794415416798357,4.31748811353631,4.5217885770490405,0,3.784189633918261,4.418840607796598,0,3.784189633918261,0.8513513513513513,3.2857142857142856,0,11,43,-16,82,43
