Month,ailyk,aviabilet_bishkek,bilet_bishkek,jumush_izdeim,jumush,perevodi_deneg,poisk_raboti,rabota,vakansii,yunistream_kyrgyzstan,yunistream,zarplata,zolotaya_korona_kyrgyzstan,zolotaya_korona,log_ailyk,log_aviabilet_bishkek,log_bilet_bishkek,log_jumush_izdeim,log_jumush,log_perevodi_deneg,log_poisk_raboti,log_rabota,log_vakansii,log_yunistream_kyrgyzstan,log_yunistream,log_zarplata,log_zolotaya_korona_kyrgyzstan,log_zolotaya_korona,work_ratio,findwork_ratio,salary_ratio,work_diff,yunistream_diff,findwork_diff,salary_diff,zolotaya_korona_diff,lag_ailyk,lag_aviabilet_bishkek,lag_bilet_bishkek,lag_jumush_izdeim,lag_jumush,lag_perevodi_deneg,lag_poisk_raboti,lag_rabota,lag_vakansii,lag_yunistream_kyrgyzstan,lag_yunistream,lag_zarplata,lag_zolotaya_korona_kyrgyzstan,lag_zolotaya_korona,lag_log_ailyk,lag_log_aviabilet_bishkek,lag_log_bilet_bishkek,lag_log_jumush_izdeim,lag_log_jumush,lag_log_perevodi_deneg,lag_log_poisk_raboti,lag_log_rabota,lag_log_vakansii,lag_log_yunistream_kyrgyzstan,lag_log_yunistream,lag_log_zarplata,lag_log_zolotaya_korona_kyrgyzstan,lag_log_zolotaya_korona,lag_work_ratio,lag_findwork_ratio,lag_salary_ratio,lag_work_diff,lag_yunistream_diff,lag_findwork_diff,lag_salary_diff,lag_zolotaya_korona_diff
2018-04-01,0,50,14,15,51,2,6,67,83,0,46,79,0,50,0,3.9318256327243257,2.70805020110221,2.772588722239781,3.9512437185814275,1.0986122886681098,1.9459101490553132,4.219507705176107,4.430816798843313,0,3.8501476017100584,4.382026634673881,0,3.9318256327243257,0.7611940298507462,2.5,0,16,46,-9,79,50,0,39,13,33,61,3,7,67,81,0,55,78,0,49,0,3.6888794541139363,2.6390573296152584,3.5263605246161616,4.127134385045092,1.3862943611198906,2.0794415416798357,4.219507705176107,4.406719247264253,0,4.02535169073515,4.3694478524670215,0,3.912023005428146,0.9104477611940298,4.714285714285714,0,6,55,-26,78,49
2018-05-01,0,56,17,15,43,2,6,69,75,0,48,76,0,52,0,4.04305126783455,2.8903717578961645,2.772588722239781,3.784189633918261,1.0986122886681098,1.9459101490553132,4.248495242049359,4.330733340286331,0,3.8918202981106265,4.343805421853684,0,3.970291913552122,0.6231884057971014,2.5,0,26,48,-9,76,52,0,50,14,15,51,2,6,67,83,0,46,79,0,50,0,3.9318256327243257,2.70805020110221,2.772588722239781,3.9512437185814275,1.0986122886681098,1.9459101490553132,4.219507705176107,4.430816798843313,0,3.8501476017100584,4.382026634673881,0,3.9318256327243257,0.7611940298507462,2.5,0,16,46,-9,79,50
2018-06-01,0,69,25,16,40,5,6,53,78,0,52,85,8,57,0,4.248495242049359,3.258096538021482,2.833213344056216,3.713572066704308,1.791759469228055,1.9459101490553132,3.9889840465642745,4.3694478524670215,0,3.970291913552122,4.454347296253507,2.1972245773362196,4.060443010546419,0.7547169811320755,2.6666666666666665,0,13,52,-10,85,49,0,56,17,15,43,2,6,69,75,0,48,76,0,52,0,4.04305126783455,2.8903717578961645,2.772588722239781,3.784189633918261,1.0986122886681098,1.9459101490553132,4.248495242049359,4.330733340286331,0,3.8918202981106265,4.343805421853684,0,3.970291913552122,0.6231884057971014,2.5,0,26,48,-9,76,52
2018-07-01,0,81,28,17,38,4,7,53,90,0,55,91,0,55,0,4.406719247264253,3.367295829986474,2.8903717578961645,3.6635616461296463,1.6094379124341003,2.0794415416798357,3.9889840465642745,4.51085950651685,0,4.02535169073515,4.5217885770490405,0,4.02535169073515,0.71698113207547165,2.4285714285714284,0,15,55,-10,91,55,0,69,25,16,40,5,6,53,78,0,52,85,8,57,0,4.248495242049359,3.258096538021482,2.833213344056216,3.713572066704308,1.791759469228055,1.9459101490553132,3.9889840465642745,4.3694478524670215,0,3.970291913552122,4.454347296253507,2.1972245773362196,4.060443010546419,0.7547169811320755,2.6666666666666665,0,13,52,-10,85,49
2018-08-01,0,63,22,19,36,3,7,53,89,0,51,86,0,58,0,4.1588830833596715,3.1354942159291497,2.995732273553991,3.6109179126442243,1.3862943611198906,2.0794415416798357,3.9889840465642745,4.499809670330265,0,3.9512437185814275,4.465908118654584,0,4.07753744390572,0.6792452830188679,2.7142857142857144,0,17,51,-12,86,58,0,81,28,17,38,4,7,53,90,0,55,91,0,55,0,4.406719247264253,3.367295829986474,2.8903717578961645,3.6635616461296463,1.6094379124341003,2.0794415416798357,3.9889840465642745,4.51085950651685,0,4.02535169073515,4.5217885770490405,0,4.02535169073515,0.71698113207547165,2.4285714285714284,0,15,55,-10,91,55
2018-09-01,0,55,18,18,32,3,7,62,81,0,42,82,6,53,0,4.02535169073515,2.9444389791664403,2.9444389791664403,3.4965075614664802,1.3862943611198906,2.0794415416798357,4.143134726391533,4.406719247264253,0,3.7612001156935624,4.418840607796598,1.9459101490553132,3.9889840465642745,0.5161290322580645,2.5714285714285716,0,30,42,-11,82,47,0,63,22,19,36,3,7,53,89,0,51,86,0,58,0,4.1588830833596715,3.1354942159291497,2.995732273553991,3.6109179126442243,1.3862943611198906,2.0794415416798357,3.9889840465642745,4.499809670330265,0,3.9512437185814275,4.465908118654584,0,4.07753744390572,0.6792452830188679,2.7142857142857144,0,17,51,-12,86,58
2018-10-01,0,43,16,20,34,3,7,67,88,0,39,85,0,48,0,3.784189633918261,2.833213344056216,3.044522437723423,3.5553480614894135,1.3862943611198906,2.0794415416798357,4.219507705176107,4.48863636973214,0,3.6888794541139363,4.454347296253507,0,3.8918202981106265,0.5074626865671642,2.857142857142857,0,33,39,-13,85,48,0,55,18,18,32,3,7,62,81,0,42,82,6,53,0,4.02535169073515,2.9444389791664403,2.9444389791664403,3.4965075614664802,1.3862943611198906,2.0794415416798357,4.143134726391533,4.406719247264253,0,3.7612001156935624,4.418840607796598,1.9459101490553132,3.9889840465642745,0.5161290322580645,2.5714285714285716,0,30,42,-11,82,47
2018-11-01,0,34,15,25,46,2,6,66,86,0,44,80,0,48,0,3.5553480614894135,2.772588722239781,3.258096538021482,3.8501476017100584,1.0986122886681098,1.9459101490553132,4.204692619390966,4.465908118654584,0,3.8066624897703196,4.394449154672439,0,3.8918202981106265,0.696969696969697,4.166666666666667,0,20,44,-19,80,48,0,43,16,20,34,3,7,67,88,0,39,85,0,48,0,3.784189633918261,2.833213344056216,3.044522437723423,3.5553480614894135,1.3862943611198906,2.0794415416798357,4.219507705176107,4.48863636973214,0,3.6888794541139363,4.454347296253507,0,3.8918202981106265,0.5074626865671642,2.857142857142857,0,33,39,-13,85,48
2018-12-01,0,32,15,22,47,3,5,57,69,0,48,70,0,51,0,3.4965075614664802,2.772588722239781,3.1354942159291497,3.871201010907891,1.3862943611198906,1.791759469228055,4.060443010546419,4.248495242049359,0,3.8918202981106265,4.2626798770413155,0,3.9512437185814275,0.8245614035087719,4.4,0,10,48,-17,70,51,0,34,15,25,46,2,6,66,86,0,44,80,0,48,0,3.5553480614894135,2.772588722239781,3.258096538021482,3.8501476017100584,1.0986122886681098,1.9459101490553132,4.204692619390966,4.465908118654584,0,3.8066624897703196,4.394449154672439,0,3.8918202981106265,0.696969696969697,4.166666666666667,0,20,44,-19,80,48
2019-01-01,0,36,15,29,63,2,7,69,91,0,33,88,0,47,0,3.6109179126442243,2.772588722239781,3.4011973816621555,4.1588830833596715,1.0986122886681098,2.0794415416798357,4.248495242049359,4.5217885770490405,0,3.5263605246161616,4.48863636973214,0,3.871201010907891,0.9130434782608695,4.142857142857143,0,6,33,-22,88,47,0,32,15,22,47,3,5,57,69,0,48,70,0,51,0,3.4965075614664802,2.772588722239781,3.1354942159291497,3.871201010907891,1.3862943611198906,1.791759469228055,4.060443010546419,4.248495242049359,0,3.8918202981106265,4.2626798770413155,0,3.9512437185814275,0.8245614035087719,4.4,0,10,48,-17,70,51
2019-02-01,0,49,14,24,57,2,7,67,90,0,34,89,0,49,0,3.912023005428146,2.70805020110221,3.2188758248682006,4.060443010546419,1.0986122886681098,2.0794415416798357,4.219507705176107,4.51085950651685,0,3.5553480614894135,4.499809670330265,0,3.912023005428146,0.8507462686567164,3.4285714285714284,0,10,34,-17,89,49,0,36,15,29,63,2,7,69,91,0,33,88,0,47,0,3.6109179126442243,2.772588722239781,3.4011973816621555,4.1588830833596715,1.0986122886681098,2.0794415416798357,4.248495242049359,4.5217885770490405,0,3.5263605246161616,4.48863636973214,0,3.871201010907891,0.9130434782608695,4.142857142857143,0,6,33,-22,88,47
2019-03-01,0,39,15,17,62,2,6,66,86,0,41,80,0,48,0,3.6888794541139363,2.772588722239781,2.8903717578961645,4.143134726391533,1.0986122886681098,1.9459101490553132,4.204692619390966,4.465908118654584,0,3.7376696182833684,4.394449154672439,0,3.8918202981106265,0.9393939393939394,2.8333333333333335,0,4,41,-11,80,48,0,49,14,24,57,2,7,67,90,0,34,89,0,49,0,3.912023005428146,2.70805020110221,3.2188758248682006,4.060443010546419,1.0986122886681098,2.0794415416798357,4.219507705176107,4.51085950651685,0,3.5553480614894135,4.499809670330265,0,3.912023005428146,0.8507462686567164,3.4285714285714284,0,10,34,-17,89,49
2019-04-01,0,46,17,14,62,2,6,65,81,0,36,81,0,48,0,3.8501476017100584,2.8903717578961645,2.70805020110221,4.143134726391533,1.0986122886681098,1.9459101490553132,4.189654742026425,4.406719247264253,0,3.6109179126442243,4.406719247264253,0,3.8918202981106265,0.9538461538461539,2.3333333333333335,0,3,36,-8,81,48,0,39,15,17,62,2,6,66,86,0,41,80,0,48,0,3.6888794541139363,2.772588722239781,2.8903717578961645,4.143134726391533,1.0986122886681098,1.9459101490553132,4.204692619390966,4.465908118654584,0,3.7376696182833684,4.394449154672439,0,3.8918202981106265,0.9393939393939394,2.8333333333333335,0,4,41,-11,80,48
2019-05-01,0,42,18,16,60,2,6,67,79,0,39,74,0,49,0,3.7612001156935624,2.9444389791664403,2.833213344056216,4.110873864173311,1.0986122886681098,1.9459101490553132,4.219507705176107,4.382026634673881,0,3.6888794541139363,4.31748811353631,0,3.912023005428146,0.8955223880597015,2.6666666666666665,0,7,39,-10,74,49,0,46,17,14,62,2,6,65,81,0,36,81,0,48,0,3.8501476017100584,2.8903717578961645,2.70805020110221,4.143134726391533,1.0986122886681098,1.9459101490553132,4.189654742026425,4.406719247264253,0,3.6109179126442243,4.406719247264253,0,3.8918202981106265,0.9538461538461539,2.3333333333333335,0,3,36,-8,81,48
2019-06-01,0,38,22,11,62,3,6,53,83,0,41,76,0,52,0,3.6635616461296463,3.1354942159291497,2.4849066497880004,4.143134726391533,1.3862943611198906,1.9459101490553132,3.9889840465642745,4.430816798843313,0,3.7376696182833684,4.343805421853684,0,3.970291913552122,1.169811320754717,1.8333333333333333,0,-9,41,-5,76,52,0,42,18,16,60,2,6,67,79,0,39,74,0,49,0,3.7612001156935624,2.9444389791664403,2.833213344056216,4.110873864173311,1.0986122886681098,1.9459101490553132,4.219507705176107,4.382026634673881,0,3.6888794541139363,4.31748811353631,0,3.912023005428146,0.8955223880597015,2.6666666666666665,0,7,39,-10,74,49
2019-07-01,0,46,26,11,53,2,6,53,88,0,41,90,0,52,0,3.8501476017100584,3.295836866004329,2.4849066497880004,3.9889840465642745,1.0986122886681098,1.9459101490553132,3.9889840465642745,4.48863636973214,0,3.7376696182833684,4.51085950651685,0,3.970291913552122,1,1.8333333333333333,0,0,41,-5,90,52,0,38,22,11,62,3,6,53,83,0,41,76,0,52,0,3.6635616461296463,3.1354942159291497,2.4849066497880004,4.143134726391533,1.3862943611198906,1.9459101490553132,3.9889840465642745,4.430816798843313,0,3.7376696182833684,4.343805421853684,0,3.970291913552122,1.169811320754717,1.8333333333333333,0,-9,41,-5,76,52
2019-08-01,0,53,26,11,39,2,6,48,92,0,42,86,0,51,0,3.9889840465642745,3.295836866004329,2.4849066497880004,3.6888794541139363,1.0986122886681098,1.9459101490553132,3.8918202981106265,4.532599493153256,0,3.7612001156935624,4.465908118654584,0,3.9512437185814275,0.8125,1.8333333333333333,0,9,42,-5,86,51,0,46,26,11,53,2,6,53,88,0,41,90,0,52,0,3.8501476017100584,3.295836866004329,2.4849066497880004,3.9889840465642745,1.0986122886681098,1.9459101490553132,3.9889840465642745,4.48863636973214,0,3.7376696182833684,4.51085950651685,0,3.970291913552122,1,1.8333333333333333,0,0,41,-5,90,52
2019-09-01,0,30,23,11,36,2,6,61,91,0,32,83,0,47,0,3.4339872044851463,3.1780538303479458,2.4849066497880004,3.6109179126442243,1.0986122886681098,1.9459101490553132,4.127134385045092,4.5217885770490405,0,3.4965075614664802,4.430816798843313,0,3.871201010907891,0.5901639344262295,1.8333333333333333,0,25,32,-5,83,47,0,53,26,11,39,2,6,48,92,0,42,86,0,51,0,3.9889840465642745,3.295836866004329,2.4849066497880004,3.6888794541139363,1.0986122886681098,1.9459101490553132,3.8918202981106265,4.532599493153256,0,3.7612001156935624,4.465908118654584,0,3.9512437185814275,0.8125,1.8333333333333333,0,9,42,-5,86,51
2019-10-01,0,36,19,5,45,2,6,65,90,0,31,84,0,43,0,3.6109179126442243,2.995732273553991,1.791759469228055,3.828641396489095,1.0986122886681098,1.9459101490553132,4.189654742026425,4.51085950651685,0,3.4657359027997265,4.442651256490317,0,3.784189633918261,0.6923076923076923,0.8333333333333334,0,20,31,1,84,43,0,30,23,11,36,2,6,61,91,0,32,83,0,47,0,3.4339872044851463,3.1780538303479458,2.4849066497880004,3.6109179126442243,1.0986122886681098,1.9459101490553132,4.127134385045092,4.5217885770490405,0,3.4965075614664802,4.430816798843313,0,3.871201010907891,0.5901639344262295,1.8333333333333333,0,25,32,-5,83,47
2019-11-01,0,34,18,9,51,2,6,63,82,0,32,78,0,41,0,3.5553480614894135,2.9444389791664403,2.302585092994046,3.9512437185814275,1.0986122886681098,1.9459101490553132,4.1588830833596715,4.418840607796598,0,3.4965075614664802,4.3694478524670215,0,3.7376696182833684,0.8095238095238095,1.5,0,12,32,-3,78,41,0,36,19,5,45,2,6,65,90,0,31,84,0,43,0,3.6109179126442243,2.995732273553991,1.791759469228055,3.828641396489095,1.0986122886681098,1.9459101490553132,4.189654742026425,4.51085950651685,0,3.4657359027997265,4.442651256490317,0,3.784189633918261,0.6923076923076923,0.8333333333333334,0,20,31,1,84,43
2019-12-01,0,38,22,12,44,3,5,60,67,0,72,72,0,49,0,3.6635616461296463,3.1354942159291497,2.5649493574615367,3.8066624897703196,1.3862943611198906,1.791759469228055,4.110873864173311,4.219507705176107,0,4.290459441148391,4.290459441148391,0,3.912023005428146,0.7333333333333333,2.4,0,16,72,-7,72,49,0,34,18,9,51,2,6,63,82,0,32,78,0,41,0,3.5553480614894135,2.9444389791664403,2.302585092994046,3.9512437185814275,1.0986122886681098,1.9459101490553132,4.1588830833596715,4.418840607796598,0,3.4965075614664802,4.3694478524670215,0,3.7376696182833684,0.8095238095238095,1.5,0,12,32,-3,78,41
2020-01-01,0,29,19,16,65,2,6,64,88,0,36,88,0,36,0,3.4011973816621555,2.995732273553991,2.833213344056216,4.189654742026425,1.0986122886681098,1.9459101490553132,4.174387269895637,4.48863636973214,0,3.6109179126442243,4.48863636973214,0,3.6109179126442243,1.015625,2.6666666666666665,0,-1,36,-10,88,36,0,38,22,12,44,3,5,60,67,0,72,72,0,49,0,3.6635616461296463,3.1354942159291497,2.5649493574615367,3.8066624897703196,1.3862943611198906,1.791759469228055,4.110873864173311,4.219507705176107,0,4.290459441148391,4.290459441148391,0,3.912023005428146,0.7333333333333333,2.4,0,16,72,-7,72,49
2020-02-01,0,37,14,17,62,2,7,66,87,0,37,83,0,37,0,3.6375861597263857,2.70805020110221,2.8903717578961645,4.143134726391533,1.0986122886681098,2.0794415416798357,4.204692619390966,4.477336814478207,0,3.6375861597263857,4.430816798843313,0,3.6375861597263857,0.9393939393939394,2.4285714285714284,0,4,37,-10,83,37,0,29,19,16,65,2,6,64,88,0,36,88,0,36,0,3.4011973816621555,2.995732273553991,2.833213344056216,4.189654742026425,1.0986122886681098,1.9459101490553132,4.174387269895637,4.48863636973214,0,3.6109179126442243,4.48863636973214,0,3.6109179126442243,1.015625,2.6666666666666665,0,-1,36,-10,88,36
2020-03-01,0,51,24,12,53,3,6,60,73,0,43,73,0,40,0,3.9512437185814275,3.2188758248682006,2.5649493574615367,3.9889840465642745,1.3862943611198906,1.9459101490553132,4.110873864173311,4.30406509320417,0,3.784189633918261,4.30406509320417,0,3.713572066704308,0.8833333333333333,2,0,7,43,-6,73,40,0,37,14,17,62,2,7,66,87,0,37,83,0,37,0,3.6375861597263857,2.70805020110221,2.8903717578961645,4.143134726391533,1.0986122886681098,2.0794415416798357,4.204692619390966,4.477336814478207,0,3.6375861597263857,4.430816798843313,0,3.6375861597263857,0.9393939393939394,2.4285714285714284,0,4,37,-10,83,37
2020-04-01,0,13,7,10,38,2,4,57,56,0,29,57,0,30,0,2.6390573296152584,2.0794415416798357,2.3978952727983707,3.6635616461296463,1.0986122886681098,1.6094379124341003,4.060443010546419,4.04305126783455,0,3.4011973816621555,4.060443010546419,0,3.4339872044851463,0.6666666666666666,2.5,0,19,29,-6,57,30,0,51,24,12,53,3,6,60,73,0,43,73,0,40,0,3.9512437185814275,3.2188758248682006,2.5649493574615367,3.9889840465642745,1.3862943611198906,1.9459101490553132,4.110873864173311,4.30406509320417,0,3.784189633918261,4.30406509320417,0,3.713572066704308,0.8833333333333333,2,0,7,43,-6,73,40
2020-05-01,0,18,10,14,63,2,5,52,63,0,28,62,0,36,0,2.9444389791664403,2.3978952727983707,2.70805020110221,4.1588830833596715,1.0986122886681098,1.791759469228055,3.970291913552122,4.1588830833596715,0,3.367295829986474,4.143134726391533,0,3.6109179126442243,1.2115384615384615,2.8,0,-11,28,-9,62,36,0,13,7,10,38,2,4,57,56,0,29,57,0,30,0,2.6390573296152584,2.0794415416798357,2.3978952727983707,3.6635616461296463,1.0986122886681098,1.6094379124341003,4.060443010546419,4.04305126783455,0,3.4011973816621555,4.060443010546419,0,3.4339872044851463,0.6666666666666666,2.5,0,19,29,-6,57,30
2020-06-01,0,44,15,14,67,3,5,51,80,0,33,69,0,42,0,3.8066624897703196,2.772588722239781,2.70805020110221,4.219507705176107,1.3862943611198906,1.791759469228055,3.9512437185814275,4.394449154672439,0,3.5263605246161616,4.248495242049359,0,3.7612001156935624,1.3137254901960784,2.8,0,-16,33,-9,69,42,0,18,10,14,63,2,5,52,63,0,28,62,0,36,0,2.9444389791664403,2.3978952727983707,2.70805020110221,4.1588830833596715,1.0986122886681098,1.791759469228055,3.970291913552122,4.1588830833596715,0,3.367295829986474,4.143134726391533,0,3.6109179126442243,1.2115384615384615,2.8,0,-11,28,-9,62,36
2020-07-01,0,14,8,7,43,3,5,47,81,0,33,76,0,41,0,2.70805020110221,2.1972245773362196,2.0794415416798357,3.784189633918261,1.3862943611198906,1.791759469228055,3.871201010907891,4.406719247264253,0,3.5263605246161616,4.343805421853684,0,3.7376696182833684,0.9148936170212766,1.4,0,4,33,-2,76,41,0,44,15,14,67,3,5,51,80,0,33,69,0,42,0,3.8066624897703196,2.772588722239781,2.70805020110221,4.219507705176107,1.3862943611198906,1.791759469228055,3.9512437185814275,4.394449154672439,0,3.5263605246161616,4.248495242049359,0,3.7612001156935624,1.3137254901960784,2.8,0,-16,33,-9,69,42
2020-08-01,0,43,17,0,26,3,5,45,83,0,36,86,0,42,0,3.784189633918261,2.8903717578961645,0,3.295836866004329,1.3862943611198906,1.791759469228055,3.828641396489095,4.430816798843313,0,3.6109179126442243,4.465908118654584,0,3.7612001156935624,0.5777777777777777,0,0,19,36,5,86,42,0,14,8,7,43,3,5,47,81,0,33,76,0,41,0,2.70805020110221,2.1972245773362196,2.0794415416798357,3.784189633918261,1.3862943611198906,1.791759469228055,3.871201010907891,4.406719247264253,0,3.5263605246161616,4.343805421853684,0,3.7376696182833684,0.9148936170212766,1.4,0,4,33,-2,76,41
2020-09-01,0,55,28,0,20,2,6,54,83,0,31,77,0,40,0,4.02535169073515,3.367295829986474,0,3.044522437723423,1.0986122886681098,1.9459101490553132,4.007333185232471,4.430816798843313,0,3.4657359027997265,4.356708826689592,0,3.713572066704308,0.37037037037037035,0,0,34,31,6,77,40,0,43,17,0,26,3,5,45,83,0,36,86,0,42,0,3.784189633918261,2.8903717578961645,0,3.295836866004329,1.3862943611198906,1.791759469228055,3.828641396489095,4.430816798843313,0,3.6109179126442243,4.465908118654584,0,3.7612001156935624,0.5777777777777777,0,0,19,36,5,86,42
2020-10-01,0,30,18,0,20,2,5,57,76,0,30,71,0,34,0,3.4339872044851463,2.9444389791664403,0,3.044522437723423,1.0986122886681098,1.791759469228055,4.060443010546419,4.343805421853684,0,3.4339872044851463,4.276666119016055,0,3.5553480614894135,0.3508771929824561,0,0,37,30,5,71,34,0,55,28,0,20,2,6,54,83,0,31,77,0,40,0,4.02535169073515,3.367295829986474,0,3.044522437723423,1.0986122886681098,1.9459101490553132,4.007333185232471,4.430816798843313,0,3.4657359027997265,4.356708826689592,0,3.713572066704308,0.37037037037037035,0,0,34,31,6,77,40
2020-11-01,0,24,14,0,22,2,5,54,72,0,29,74,0,33,0,3.2188758248682006,2.70805020110221,0,3.1354942159291497,1.0986122886681098,1.791759469228055,4.007333185232471,4.290459441148391,0,3.4011973816621555,4.31748811353631,0,3.5263605246161616,0.4074074074074074,0,0,32,29,5,74,33,0,30,18,0,20,2,5,57,76,0,30,71,0,34,0,3.4339872044851463,2.9444389791664403,0,3.044522437723423,1.0986122886681098,1.791759469228055,4.060443010546419,4.343805421853684,0,3.4339872044851463,4.276666119016055,0,3.5553480614894135,0.3508771929824561,0,0,37,30,5,71,34
2020-12-01,0,32,12,0,23,3,4,51,58,0,35,69,0,39,0,3.4965075614664802,2.5649493574615367,0,3.1780538303479458,1.3862943611198906,1.6094379124341003,3.9512437185814275,4.07753744390572,0,3.58351893845611,4.248495242049359,0,3.6888794541139363,0.45098039215686275,0,0,28,35,4,69,39,0,24,14,0,22,2,5,54,72,0,29,74,0,33,0,3.2188758248682006,2.70805020110221,0,3.1354942159291497,1.0986122886681098,1.791759469228055,4.007333185232471,4.290459441148391,0,3.4011973816621555,4.31748811353631,0,3.5263605246161616,0.4074074074074074,0,0,32,29,5,74,33
2021-01-01,0,23,14,0,32,3,6,55,73,0,24,96,0,30,0,3.1780538303479458,2.70805020110221,0,3.4965075614664802,1.3862943611198906,1.9459101490553132,4.02535169073515,4.30406509320417,0,3.2188758248682006,4.574710978503383,0,3.4339872044851463,0.5818181818181818,0,0,23,24,6,96,30,0,32,12,0,23,3,4,51,58,0,35,69,0,39,0,3.4965075614664802,2.5649493574615367,0,3.1780538303479458,1.3862943611198906,1.6094379124341003,3.9512437185814275,4.07753744390572,0,3.58351893845611,4.248495242049359,0,3.6888794541139363,0.45098039215686275,0,0,28,35,4,69,39
2021-02-01,0,36,17,0,32,3,5,58,76,0,26,87,0,33,0,3.6109179126442243,2.8903717578961645,0,3.4965075614664802,1.3862943611198906,1.791759469228055,4.07753744390572,4.343805421853684,0,3.295836866004329,4.477336814478207,0,3.5263605246161616,0.5517241379310345,0,0,26,26,5,87,33,0,23,14,0,32,3,6,55,73,0,24,96,0,30,0,3.1780538303479458,2.70805020110221,0,3.4965075614664802,1.3862943611198906,1.9459101490553132,4.02535169073515,4.30406509320417,0,3.2188758248682006,4.574710978503383,0,3.4339872044851463,0.5818181818181818,0,0,23,24,6,96,30
2021-03-01,0,34,17,7,33,3,5,56,78,0,27,80,0,40,0,3.5553480614894135,2.8903717578961645,2.0794415416798357,3.5263605246161616,1.3862943611198906,1.791759469228055,4.04305126783455,4.3694478524670215,0,3.332204510175204,4.394449154672439,0,3.713572066704308,0.5892857142857143,1.4,0,23,27,-2,80,40,0,36,17,0,32,3,5,58,76,0,26,87,0,33,0,3.6109179126442243,2.8903717578961645,0,3.4965075614664802,1.3862943611198906,1.791759469228055,4.07753744390572,4.343805421853684,0,3.295836866004329,4.477336814478207,0,3.5263605246161616,0.5517241379310345,0,0,26,26,5,87,33
2021-04-01,0,36,20,0,35,3,5,52,67,0,28,84,0,42,0,3.6109179126442243,3.044522437723423,0,3.58351893845611,1.3862943611198906,1.791759469228055,3.970291913552122,4.219507705176107,0,3.367295829986474,4.442651256490317,0,3.7612001156935624,0.6730769230769231,0,0,17,28,5,84,42,0,34,17,7,33,3,5,56,78,0,27,80,0,40,0,3.5553480614894135,2.8903717578961645,2.0794415416798357,3.5263605246161616,1.3862943611198906,1.791759469228055,4.04305126783455,4.3694478524670215,0,3.332204510175204,4.394449154672439,0,3.713572066704308,0.5892857142857143,1.4,0,23,27,-2,80,40
2021-05-01,0,44,28,0,40,2,4,48,64,0,25,76,0,39,0,3.8066624897703196,3.367295829986474,0,3.713572066704308,1.0986122886681098,1.6094379124341003,3.8918202981106265,4.174387269895637,0,3.258096538021482,4.343805421853684,0,3.6888794541139363,0.8333333333333334,0,0,8,25,4,76,39,0,36,20,0,35,3,5,52,67,0,28,84,0,42,0,3.6109179126442243,3.044522437723423,0,3.58351893845611,1.3862943611198906,1.791759469228055,3.970291913552122,4.219507705176107,0,3.367295829986474,4.442651256490317,0,3.7612001156935624,0.6730769230769231,0,0,17,28,5,84,42
2021-06-01,0,49,26,0,33,3,5,39,66,0,27,92,0,38,0,3.912023005428146,3.295836866004329,0,3.5263605246161616,1.3862943611198906,1.791759469228055,3.6888794541139363,4.204692619390966,0,3.332204510175204,4.532599493153256,0,3.6635616461296463,0.8461538461538461,0,0,6,27,5,92,38,0,44,28,0,40,2,4,48,64,0,25,76,0,39,0,3.8066624897703196,3.367295829986474,0,3.713572066704308,1.0986122886681098,1.6094379124341003,3.8918202981106265,4.174387269895637,0,3.258096538021482,4.343805421853684,0,3.6888794541139363,0.8333333333333334,0,0,8,25,4,76,39
