Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Komi Republic,Moscow,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Samara Oblast,Moscow Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Kalmykia,Rostov Oblast,Altai Krai,Belgorod Oblast,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Tomsk District,Amur Oblast,Bryansk Oblast,Jewish Autonomous Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Khabarovsk Krai,The Kabardino-Balkar Republic,Vladimir Oblast,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Voronezh Oblast,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
18659,0,0,0,0,1,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,172,0,4,0,2,0,30,4,3,106,0,17,0,2,11,1,0,0,0,0,0,0,1,5,0,5,18,0,0,3,1,6,0,0,3,1,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,14,2,7,0,2,0,0
18687,1,0,0,0,0,14,0,2,0,0,4,0,0,0,0,0,0,0,0,0,138,0,4,0,0,4,25,3,1,168,0,23,3,0,0,1,0,0,0,0,3,1,0,7,0,9,2,0,0,9,0,2,0,0,1,0,3,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,4,1,1,0,1,0,0
18718,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,140,0,6,0,0,0,13,1,0,81,0,28,1,0,4,0,0,1,1,0,2,0,0,9,2,7,12,2,0,4,2,0,0,3,7,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0
18748,0,0,0,1,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,0,99,0,2,0,1,0,13,0,0,63,1,10,0,1,0,1,1,0,0,0,0,0,0,2,3,9,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,2,0,0
18779,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,95,0,9,0,0,3,17,0,0,51,2,11,0,2,1,0,0,1,3,0,0,2,0,0,0,4,5,0,0,5,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0
18809,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,116,2,5,0,0,1,13,0,0,73,2,13,0,1,0,0,0,0,2,0,0,0,1,1,0,2,7,0,0,8,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,2,0,0,0,0
18840,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,1,0,0,0,120,1,8,0,0,8,23,0,0,69,0,57,0,2,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,8,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,6,1,0,3,1,1,0
18871,0,0,0,0,0,0,0,1,0,1,9,1,0,0,0,2,0,0,4,0,116,0,10,2,0,0,27,0,0,117,4,30,0,0,2,1,1,0,0,0,0,0,0,2,0,7,12,0,4,4,0,0,0,0,0,0,1,0,0,4,0,3,0,0,2,0,0,0,0,0,0,0,9,8,4,0,4,0,0
18901,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,1,0,0,138,0,6,0,0,0,23,0,0,101,1,32,0,0,0,4,0,0,0,0,4,0,0,1,0,8,11,1,0,8,4,0,0,0,0,10,0,0,4,0,0,13,0,0,4,0,0,0,0,0,0,0,38,0,0,0,0,0,2
18932,1,2,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,1,141,0,2,0,0,3,40,3,0,123,2,15,0,1,0,5,0,0,2,0,1,0,0,3,0,5,8,1,0,2,0,0,0,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,0,5
18962,1,0,0,0,0,0,0,0,2,0,17,0,0,1,0,0,0,0,0,1,186,0,5,2,0,1,12,6,1,101,0,37,1,0,0,0,0,0,3,0,0,0,0,4,0,9,16,5,1,7,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,11,0,2,0,2,0,3
18993,1,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,139,0,9,9,0,0,56,0,3,134,0,43,0,1,1,0,2,0,3,0,1,0,0,2,0,4,18,0,0,7,0,1,0,0,0,3,0,0,6,0,3,0,0,3,0,3,0,0,0,0,0,0,45,0,0,2,0,3,0
19024,0,0,0,0,0,0,0,2,2,0,5,3,0,1,0,0,0,0,4,0,137,8,16,5,0,1,26,1,0,102,0,38,1,0,0,3,0,1,1,2,2,0,1,6,2,4,22,1,2,4,0,0,0,0,0,1,0,0,4,0,3,0,1,0,2,1,0,0,0,0,0,0,31,3,1,0,2,1,1
19052,3,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,160,1,1,1,1,2,21,1,0,168,6,40,0,1,0,0,3,0,4,0,0,0,0,14,5,2,5,0,0,3,0,0,0,0,0,1,1,0,4,0,1,6,0,1,0,0,0,0,0,0,0,0,7,2,1,0,2,2,0
19083,0,0,0,0,1,0,0,0,0,0,21,10,0,0,1,1,0,0,0,1,163,0,15,0,0,0,35,0,0,109,0,39,0,0,0,1,1,0,1,0,2,5,0,2,1,22,26,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,0,0,1,1,0,0,0,1,0,5,4,6,1,0,2,0,0
19113,0,0,0,0,0,8,0,2,0,0,9,1,0,0,0,0,0,0,0,0,160,2,23,1,0,0,14,0,0,63,3,24,0,0,0,0,0,0,5,0,2,2,0,0,5,9,10,0,0,6,1,1,0,0,0,0,0,0,16,1,0,3,3,0,0,0,0,0,0,1,0,0,6,2,4,0,0,1,0
19144,1,0,1,0,0,1,1,0,1,0,3,0,0,0,0,3,0,0,0,3,121,2,1,4,0,0,13,0,0,62,5,28,0,2,1,0,0,0,1,0,4,0,0,2,0,1,2,0,0,8,0,0,0,0,0,0,5,0,4,0,3,1,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,1,1
19174,1,0,0,0,0,0,0,0,0,0,14,4,0,0,0,1,1,4,1,1,133,0,2,1,0,1,29,0,0,45,1,32,2,0,0,2,0,0,1,0,0,2,0,2,0,2,9,1,0,6,0,2,0,0,0,2,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,0,0
19205,0,0,0,0,0,0,0,0,1,0,10,3,0,0,0,0,0,0,0,3,109,0,5,2,6,1,20,0,0,50,4,27,0,1,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,10,1,1,2,0,0,0,5,0,4,0,0,1,0,1,0,0,0,0,2,0,0,0,6,1,2,0,1,0,0
19236,0,0,1,0,0,0,0,0,1,0,9,7,0,0,0,0,0,0,0,0,137,1,2,3,3,3,25,0,0,68,6,48,0,0,4,0,0,0,1,0,0,0,0,4,0,1,6,1,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,10,0,0,11,0,0,0,0,3,0
19266,1,0,0,0,0,0,0,0,0,0,13,7,0,1,8,0,0,0,0,4,109,3,11,0,4,7,36,0,0,116,3,30,0,0,0,0,5,1,1,0,2,0,0,0,1,14,14,0,1,9,0,7,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,3,0,0,2,1,2,2,0,0,0
19297,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,104,2,1,0,0,9,11,0,0,105,1,36,1,2,0,3,1,0,1,0,2,0,0,2,0,7,3,0,1,10,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2,7,0,0,0,0,0,0,5,3,0,0,0,0,0
19327,1,0,0,0,0,0,0,0,2,2,9,2,0,1,0,0,0,0,1,0,94,0,16,4,0,4,29,0,0,93,14,31,6,0,1,2,0,0,2,0,2,0,0,4,0,4,8,0,1,11,0,5,0,2,0,1,0,0,1,0,0,1,2,2,4,0,0,0,0,1,0,0,10,0,9,1,0,3,0
19358,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,12,124,0,4,2,6,9,27,4,0,132,3,25,0,0,0,1,0,1,1,0,9,0,1,1,0,8,20,0,0,11,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,22,3,2,2,1,3,0
19389,0,0,0,0,0,0,0,1,0,0,17,2,0,0,0,1,0,0,0,0,101,1,10,0,5,3,37,0,0,117,2,24,0,0,1,4,0,0,1,0,3,0,5,3,1,2,10,2,0,12,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,16,0,4,2,2,0,0
19417,0,0,0,0,0,2,0,1,0,0,4,5,0,7,0,0,0,0,1,0,89,1,10,0,9,1,96,0,0,114,2,29,1,1,0,1,0,0,0,0,0,2,2,6,1,9,5,1,2,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,1,1,0
19448,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0,0,0,0,0,0,110,2,23,1,0,2,215,2,0,130,4,37,0,0,2,5,0,1,0,0,1,0,0,0,3,7,6,0,0,18,0,0,7,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,3,0,0,7,1,3,0,0,0,0
19478,0,0,0,0,0,1,0,0,7,0,9,9,0,2,0,3,0,0,0,0,98,0,8,1,0,3,120,6,0,55,8,20,0,1,0,0,0,0,1,0,0,0,0,6,2,11,7,0,1,13,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0
19509,0,1,0,0,0,0,0,0,0,2,2,28,1,0,0,0,0,0,0,0,75,1,0,2,0,6,15,0,0,51,0,23,5,0,0,1,0,6,2,0,2,2,0,3,3,4,7,0,0,19,0,0,1,0,0,1,0,0,1,0,1,1,0,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0
19539,0,0,0,0,0,2,0,0,0,0,5,31,0,0,1,0,0,0,0,0,67,0,2,1,0,1,15,0,0,47,0,15,0,0,1,3,0,0,0,0,0,0,0,0,0,2,5,0,0,14,0,0,0,0,0,0,0,2,1,1,0,3,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
19570,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,76,0,0,1,0,2,20,0,0,46,2,16,0,0,0,2,1,0,1,0,1,0,0,1,0,4,10,1,0,11,0,1,4,0,0,0,0,0,0,0,1,1,0,7,1,0,2,0,0,3,0,0,8,1,1,0,0,3,0
19601,0,0,0,0,0,1,0,0,0,0,12,3,0,0,0,0,0,0,0,4,60,0,9,2,0,5,26,0,0,106,0,25,0,0,6,3,0,0,3,0,2,1,0,1,0,3,9,1,1,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,2,5,1,0,0,0
19631,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,79,4,6,5,0,0,62,2,0,114,4,15,0,0,1,5,2,0,0,0,1,1,0,3,1,12,4,0,0,5,0,0,0,0,0,0,0,0,1,2,3,2,0,0,3,2,1,0,0,2,0,0,12,4,0,2,1,7,0
19662,0,0,2,0,2,0,0,4,0,0,17,3,0,1,0,0,1,0,0,0,105,5,12,0,0,1,66,0,0,90,1,16,2,0,1,6,1,1,0,0,1,0,0,3,0,14,6,1,1,4,0,4,0,0,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,10,3,7,3,2,0,0
19692,1,0,0,0,0,3,0,0,0,0,10,0,0,4,0,0,0,4,0,0,80,0,4,3,0,5,101,0,0,70,7,22,0,0,0,2,3,0,0,0,3,1,0,2,0,13,24,0,0,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,13,3,3,0,2,0,1
19723,0,0,0,0,0,2,0,2,0,0,16,8,0,0,0,0,0,0,0,0,84,0,3,0,0,1,99,0,0,136,21,20,0,0,8,0,5,0,0,0,3,0,0,17,2,4,2,0,2,9,0,0,2,0,0,0,0,0,6,0,1,0,0,3,5,0,0,0,0,1,0,0,4,0,0,1,1,1,0
19754,0,0,0,0,0,0,0,0,0,0,30,2,0,0,1,0,0,0,0,1,61,0,1,0,0,0,94,0,0,119,0,21,0,1,0,0,0,1,1,0,0,0,0,4,4,0,6,1,0,10,0,0,1,0,0,1,0,0,7,0,0,1,0,1,3,2,0,0,0,1,0,1,2,0,4,4,0,0,1
19783,0,0,0,0,0,0,0,0,0,0,15,1,0,1,1,0,0,0,0,0,74,0,4,0,2,0,69,0,0,125,3,27,0,1,0,0,0,0,6,0,0,0,1,2,13,17,1,0,0,10,1,1,2,0,0,0,0,2,0,0,2,1,0,0,2,0,0,0,0,1,0,0,3,0,2,0,0,1,0
19814,0,0,0,0,0,0,0,19,1,0,3,1,0,0,0,0,0,0,0,1,95,0,4,0,0,0,63,1,0,75,3,29,0,0,1,1,3,5,7,0,0,0,0,0,8,11,6,0,0,6,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,2,0,0,0,0,0,0,30,0,0,0,2,1,2
19844,0,0,2,0,0,0,0,0,1,1,18,3,0,0,0,1,0,2,0,0,89,0,1,3,0,0,40,0,0,91,4,9,0,0,0,0,0,0,6,0,0,1,0,0,3,3,5,0,2,13,0,0,1,0,0,2,0,0,1,0,0,3,1,0,1,0,0,0,0,2,0,0,13,1,0,0,0,0,0
19875,0,0,0,0,0,0,3,0,0,0,13,0,0,1,0,2,0,0,0,1,103,0,4,0,1,4,9,0,1,56,0,18,1,2,1,2,2,0,1,0,0,2,0,1,2,32,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,2,0
19905,0,0,3,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,82,0,1,0,0,0,25,1,0,47,1,28,0,1,4,0,0,0,1,0,1,0,0,5,1,4,1,0,0,14,0,0,1,0,0,0,0,0,2,0,0,4,0,14,7,1,4,0,1,1,0,0,10,0,7,0,2,0,1
19936,2,0,0,0,0,4,0,0,0,0,10,2,0,0,1,0,0,0,0,1,61,0,3,3,0,0,12,0,0,73,1,30,0,2,2,0,4,0,0,0,1,0,0,5,4,4,1,2,0,15,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,20,2,1,1,1,1,0
19967,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,71,0,3,4,2,0,65,0,0,68,4,15,6,1,1,1,2,3,1,0,2,0,0,3,0,47,1,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,6,0,0,0,0,2,1
19997,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,112,0,9,2,1,1,66,0,3,113,0,17,1,0,0,3,0,0,6,0,5,0,0,1,2,8,7,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,0,0,18,4,7,1,0,0,0
20028,1,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,72,0,26,1,0,0,65,2,0,83,1,28,2,0,1,0,0,1,3,0,2,0,0,0,0,15,7,4,1,12,0,6,0,0,0,0,0,0,2,0,4,2,0,0,0,1,0,0,0,0,0,0,9,2,2,0,5,10,1
20058,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,95,0,6,1,0,1,83,3,0,94,0,26,0,1,0,0,2,0,10,0,2,0,0,2,2,24,3,1,2,16,0,0,0,0,0,4,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,4,0,0,1,6,0,2
