Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Republic of Karelia,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Moscow,Perm Krai,Republic of Bashkortostan,Republic of Mordovia,Republic of Tatarstan,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Moscow Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Belgorod Oblast,Altai Republic,Tyva Republic,Tomsk District,Amur Oblast,Zabaykalsky Krai,Kamchatka Krai,Primorsky Krai,Sakha (Yakutia) Republic,Sakhalin District,Khabarovsk Krai,Bryansk Oblast,Karachay-Cherkess Republic,Stavropol Krai,Kurgan Oblast,Sverdlovsk Oblast,Tyumen Oblast,Khanty-Mansi Autonomous Okrug â€” Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Vladimir Oblast,Voronezh Oblast,Ivanovo Oblast
17501,2,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,1,0,0,88,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,5,0,3,0,0,0,0,0
17532,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,7,0,2,1397,0,0,0,0,0,0,0,0,0,0,97,0,7,0,7,0,5,8,1,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0
17563,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,2,0,0,0,0,0
17591,4,3,0,0,0,0,3,0,2,0,15,1,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,79,0,1,0,0,0,8,0,2,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0
17622,0,0,0,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,1,0,670,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,9,0,0,0,0,0,1,2
17652,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,512,1,0,0,0,0,0,0,0,0,0,48,0,1,0,4,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0
17683,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,5,0,0,462,0,0,0,0,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0
17713,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,3,0,0
17744,0,0,2,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,528,0,0,0,0,3,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,0,0
17775,1,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,10,0,0,726,0,0,0,0,0,0,0,0,0,0,63,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,3,0
17805,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,8,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,1,0,0,0,0
17836,0,0,1,0,0,0,0,5,0,0,42,0,0,0,0,0,1,0,0,0,1029,2,0,0,0,1,0,0,0,0,0,70,0,0,0,0,0,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
17866,0,0,0,0,0,0,3,0,0,0,19,1,0,0,0,0,0,1,0,0,1522,0,0,0,4,0,0,0,0,0,0,57,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,0,1
17897,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,2,0,1564,1,2,0,1,3,1,2,0,0,0,112,1,1,0,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,0,1,1
17928,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,1370,0,0,0,1,2,0,0,0,0,0,99,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0
17956,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,0,0,2,0,0
17987,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,0,0,0,2,1113,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
18017,0,0,0,0,0,0,0,6,1,0,25,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,67,1,0,0,0,0,0,0,3,14,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0
18048,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,683,0,0,0,0,1,0,0,0,0,0,131,0,3,0,0,0,0,0,16,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0
18078,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,578,1,0,0,0,4,0,0,0,0,0,75,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
18109,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,347,2,0,0,0,0,1,0,0,0,1,74,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,0,2,0
18140,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,634,0,1,0,1,0,1,0,0,0,0,98,1,5,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0
18170,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,3,1,0,1,0,0,0,0
18201,0,2,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,495,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18231,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,0,545,0,1,0,0,1,1,0,0,0,0,99,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,3,0,0,2
18262,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,508,0,0,0,0,4,0,0,0,0,0,33,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3
18293,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,470,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18322,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,4,0,0,41,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
18353,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,47,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18383,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,369,3,0,0,0,0,0,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18414,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,285,0,1,0,0,1,1,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
18444,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
18475,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
18506,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
18536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0
18567,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,98,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18597,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
18659,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,316,1,1,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
18687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,3,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18718,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,1,0,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
18840,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,3,0,49,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18871,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
18901,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18932,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18962,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
18993,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,1,0,0
19024,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3
19052,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19083,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19113,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,2,0,0,125,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19144,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19174,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0
19205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
19297,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19327,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19358,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,59,0,3,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19389,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19417,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19448,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19478,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19509,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
19539,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19570,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19601,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19631,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19692,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19783,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19814,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
19936,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
19967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0
19997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20058,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
