Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Khabarovsk Krai,Vladimir Oblast,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Tyumen Oblast,Voronezh Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
17501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17652,0,0,0,0,0,0,0,0,0,0,0,6.9e-7,0,0,0,0,0,0,0,0,2.66e-6,0,0,5.5e-7,0,0,0,0,0,0,0,1.51e-6,1.18e-6,0,0,0,0,0,0,0,0,3.37e-5,0,1.83e-6,0,0,0,0,1.25e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4e-7,0,0
17683,0,0,0,4.3e-6,0,0,0,0,0,0,5.47e-6,0,0,0,0,0,0,0,0,0,1e-6,0,0,0,0,0,0,0,0,0,0,9.8e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17713,0,0,0,0,0,0,2.9e-6,0,0,0,0,0,0,0,0,0,6.9e-6,0,0,0,2.77e-6,0,0,5.3e-7,0,0,0,0,0,0,0,1.21e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17744,0,0,0,0,0,0,0,0,0,0,0,6.1e-7,1.62e-6,0,0,0,0,0,0,0,1.59e-6,0,0,4.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05e-6,0,0,2.66e-6,0,0,0,0,0,0,0,0,0,0,5.29e-6,0,0,0,0,1.6e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17775,0,0,0,0,0,0,0,0,0,0,0,7e-7,0,0,0,0,0,0,0,0,1.51e-6,0,0,0,0,0,0,0,0,0,0,7.3e-7,0,0,0,0,0,0,0,3.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17805,0,0,0,0,0,0,0,0,0,0,0,1.9e-7,0,0,0,0,0,0,0,0,8.7e-7,0,0,0,0,0,0,0,0,0,0,3.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6e-7,0,0,1.31e-6,0,0,0
17836,0,0,0,0,0,0,7.5e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61e-6,0,0,0,0,0,0,0,0,0,0,2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-7,0,0,0,0,0,0,0,0,0,0,1.45e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6e-7,0,0,0,6.1e-7,0,0
17866,0,0,0,0,2.6e-6,0,0,0,0,1.33e-6,0,1.9e-7,0,0,0,0,0,0,0,0,1.19e-6,0,0,0,0,0,1.73e-6,0,0,0,0,0,0,0,0,0,0,5.9e-6,0,0,2.06e-5,0,0,0,0,0,0,0,0,1.23e-6,0,0,0,0,0,0,0,0,0,3.73e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17897,0,0,0,0,0,0,0,0,0,0,0,3.9e-7,0,0,0,0,2.9e-6,0,0,0,2e-6,0,0,0,0,0,0,0,0,0,6.4e-7,1.75e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89e-6,9.1e-7,7.6e-7,0,0,0,0,0,0,0,0,0,3.23e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2e-7,0,0,0,0,0,0
17928,0,0,0,0,0,0,2.3e-6,0,0,0,0,1.8e-7,0,0,0,0,0,0,0,0,2.38e-6,0,1.8e-6,0,0,0,8.5e-7,0,0,0,5.9e-7,1.8e-6,0,0,0,0,0,0,0,3.7e-7,0,0,0,0,0,2.81e-6,0,5.28e-6,1.85e-6,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-6,0,0,0,0,0,0,0,0,0,0,0,3e-7,0,2.45e-6,0,1.2e-6,0,0
17956,0,0,0,0,0,0,0,0,0,0,0,5.9e-7,0,0,0,0,0,0,0,0,2.81e-6,0,0,0,0,0,0,0,4.7e-6,0,0,3.9e-7,4.7e-7,9.4e-7,0,0,0,0,0,3.8e-7,0,0,0,0,0,0,0,1.52e-6,5.31e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17987,0,0,0,0,0,0,0,0,0,0,0,4e-7,0,0,0,0,0,0,0,0,1.71e-6,0,0,0,0,0,0,0,0,0,0,8.3e-7,4.9e-7,0,0,0,0,0,0,2.37e-6,0,0,0,0,0,0,0,3.25e-6,2.96e-6,0,0,0,0,0,0,0,0,0,0,2.46e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6e-7,0,0,2.8e-6,0,0,0
18017,0,0,0,0,0,0,0,0,0,0,0,2.2e-7,1.44e-6,0,0,0,0,0,0,0,2.51e-6,0,0,0,0,6.7e-6,0,0,0,0,0,1.09e-6,5.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21e-6,0,0,0,0,0,0,0,0,0,1.06e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6e-7,0,0,0,7.4e-7,0,0
18048,0,0,0,0,0,0,0,0,0,0,0,6.8e-7,0,0,0,0,0,0,0,0,2.7e-6,0,0,0,0,0,0,0,0,0,0,8.7e-7,5.4e-7,0,0,0,0,0,1.19e-6,7.3e-7,0,0,0,0,0,1.19e-6,1.14e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3e-6,0,0,0,0,0,0,0,0,0,0,0,1.49e-6,0,0,1.88e-6,0,6.2e-6,0
18078,0,0,0,0,0,0,0,0,2e-6,0,0,4.5e-7,0,0,0,0,0,0,0,0,2.04e-6,0,0,0,0,0,1.02e-6,7e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85e-6,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-6,0,8.5e-6,0,0,0,0,0,0,0,0,0,1.1e-5,1.48e-6,3.19e-6,1.01e-6,0,0,0,0
18109,4.1e-6,0,0,0,0,0,0,0,0,0,0,2e-7,0,0,0,0,0,0,4.4e-6,0,3.39e-6,0,0,0,0,0,0,0,0,0,0,1.23e-6,0,0,0,0,0,0,0,3.6e-7,0,1.61e-5,1.58e-6,0,0,0,0,8.3e-7,1.05e-6,0,0,0,0,0,0,0,0,0,0,0,0,1.08e-5,7.7e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18140,0,0,0,0,0,0,0,0,0,0,0,9.1e-7,0,0,0,0,2.6e-6,0,0,0,1.14e-6,0,0,0,1.33e-6,0,0,0,0,0,0,7.4e-7,0,0,0,0,0,0,0,0,0,0,0,4.8e-7,0,0,0,1.43e-6,3.37e-6,0,0,0,0,0,0,0,0,0,0,0,7.2e-6,0,0,1.9e-6,0,0,0,0,0,0,0,0,0,3.1e-7,0,0,0,0,0,0
18170,0,0,0,0,0,0,2.4e-6,0,0,0,1.38e-6,3.6e-7,0,0,0,0,0,0,0,0,1.11e-6,0,0,0,2.59e-6,0,0,0,0,0,0,1.8e-7,9.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,1.81e-6,8.8e-7,7.1e-7,9.6e-7,0,0,3.03e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2e-6,0,9.3e-7,0,0,0,5.6e-7,0,0
18201,0,0,0,0,0,0,0,0,0,0,0,7.2e-7,1.22e-6,0,0,0,0,0,0,0,1.34e-6,0,0,0,0,0,0,0,0,0,0,5.3e-7,0,0,0,0,0,0,0,0,0,0,0,1.38e-6,0,0,0,0,4.5e-7,0,0,0,0,0,2.1e-6,0,0,0,0,1.33e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1e-7,0,0,1.078e-5,0,0,0
18231,0,0,0,0,0,0,0,0,0,0,0,5.3e-7,0,0,0,0,0,0,0,0,7.3e-7,0,0,0,0,0,0,0,0,0,0,3.4e-7,0,0,0,0,0,0,0,0,0,0,0,4.4e-7,0,0,0,0,8.7e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18262,0,0,0,0,0,0,0,0,0,0,0,1.8e-7,0,0,0,0,0,0,3.8e-6,0,7.4e-7,2.4e-6,0,0,0,0,0,5.4e-7,0,0,0,5.4e-7,0,0,0,0,0,0,0,1.33e-6,0,0,0,4.5e-7,0,0,0,0,4.5e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9e-6,0,0,0,0,0,0,0,0,0,0,0,2.29e-6,0,0,5.5e-7,0,0
18293,0,0,0,0,0,0,0,0,0,0,0,3.4e-7,0,0,0,0,0,0,0,0,1.08e-6,0,0,0,0,0,0,0,0,0,3.11e-6,1.5e-7,0,1.56e-6,0,0,0,0,0,0,0,0,0,0,0,8e-7,0,0,1.7e-6,1.03e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2e-6,0,0,0,0,0,0,0,0,0,0,2.14e-6,0,0,0,3.2e-6,0
18322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8e-6,0,0,0,0,2.3e-7,0,0,0,0,0,1.16e-6,0,0,0,0,1.2e-7,0,0,0,0,0,0,0,2.5e-7,0,0,0,0,0,0,0,1.57e-6,7.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18353,0,0,0,0,0,0,0,0,0,0,0,5.1e-7,0,0,0,2.1e-6,0,0,0,0,6.9e-7,0,0,0,0,0,0,0,0,0,0,5.4e-7,0,0,0,0,0,0,1.55e-6,0,0,0,9.7e-7,0,0,0,0,0,0,0,0,0,0,1.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7e-7,0,0,1.9e-6,0,0,0
18383,0,0,0,1.7e-6,0,0,0,0,0,0,0,3.8e-7,0,0,0,0,0,0,0,0,1.71e-6,0,0,0,0,0,0,0,0,0,0,6.7e-7,0,0,0,0,0,0,0,0,7.5e-6,0,0,0,0,0,3.32e-6,0,2.46e-6,0,0,1.19e-5,0,0,0,0,0,0,2e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6e-7,1.18e-6,7.8e-7,0,0,3.8e-6,0
18414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5e-7,0,0,0,0,0,0,0,0,0,0,3.6e-7,0,0,0,0,0,6e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-6,3.7e-6,0,0,0,0,0,0,0,0,0,0,0,0,1.05e-6,1.31e-6,0,0,0,0,0
18444,0,0,0,0,0,0,0,0,0,0,0,1.9e-7,0,0,0,0,0,0,0,0,1.26e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-7,0,0,0,0,0,1.88e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6e-6,6.2e-6,0,0,0,0,0,0,0,0,0,0,1.01e-6,1.32e-6,0,0,0,0,0
18475,0,0,0,3.4e-6,0,0,0,0,0,0,0,1.7e-7,0,0,0,0,0,0,0,0,4.5e-7,0,0,0,0,0,0,0,0,0,0,1.7e-7,5.5e-7,8.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-7,1.07e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5e-7,0,0,0,0,0,0
18506,0,0,0,0,2.1e-6,0,0,0,0,0,0,6.3e-7,0,0,0,0,0,0,0,0,1.7e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02e-6,0,0,0,0,3.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18536,0,0,0,0,2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-7,0,1.3e-6,0,0,0,0,0,0,0,0,1.4e-7,4.4e-7,2.58e-6,1.1e-6,0,0,0,0,0,0,0,0,0,0,0,1.19e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4e-6,0,0,0,0,0,0,0,0,0,9.1e-7,0,0,0,0,0,0
18567,0,0,0,0,0,0,0,0,0,0,0,1.5e-7,0,0,0,0,0,0,0,0,1.35e-6,0,0,0,0,0,0,0,0,0,8.3e-7,1.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,8.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4e-7,0,0
18597,0,0,0,0,0,0,0,0,0,0,1.21e-6,3.2e-7,2.08e-6,0,0,0,0,0,0,0,8e-7,0,0,0,0,0,0,0,0,0,0,4.6e-7,0,0,0,0,0,0,0,0,0,2.06e-5,0,0,0,0,0,0,7.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98e-6,0,0,0,0,0
18628,0,0,0,0,0,0,0,0,0,0,0,1.6e-7,1.13e-6,0,0,0,0,0,0,0,4.4e-7,0,0,0,0,0,0,0,0,0,4.5e-7,8.3e-7,0,6.9e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13e-6,0,0,0,0,0
18659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3e-7,0,0,6.7e-7,0,0,0,0,0,0,1.72e-6,3e-7,0,0,0,0,0,0,7e-7,0,0,0,0,0,0,0,7e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09e-6,0,0,0,4e-7,0,0
18687,0,0,0,0,0,0,0,0,0,0,0,3e-7,0,0,0,0,0,0,0,0,5.3e-7,0,0,0,9.7e-7,0,0,0,0,0,0,1.4e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6e-7,8e-7,1.86e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03e-6,0,0,0,0,0,7.7e-7,0,0,0,0,1.28e-6,0,0,0,0
18718,0,0,0,0,0,0,0,0,0,0,0,0,3.06e-6,0,0,0,0,0,0,0,8.5e-7,0,0,0,0,0,2.06e-6,0,0,0,0,2.5e-7,0,0,0,0,0,0,0,0,5.7e-6,0,0,0,0,0,0,5.8e-7,0,0,0,0,0,0,0,0,0,0,0,3.58e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18748,0,0,0,0,0,0,0,0,0,0,0,3.5e-7,0,0,0,0,0,0,0,0,1.41e-6,2.2e-6,0,0,0,0,7.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18779,0,0,0,0,0,0,0,0,0,1.12e-6,0,1.02e-6,0,0,0,0,0,0,0,0,3e-7,0,0,0,0,0,0,0,0,0,0,1.5e-7,1.04e-6,0,0,0,0,5.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1e-6,0,0,0,0,3.5e-7,0,0,0,0,0,0,0,0,0,0,6.1e-7,0,0,0,0,0,0,0,1.21e-6,0,0,0,8.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,2.5e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18840,0,0,0,0,0,0,0,0,0,0,0,3.2e-7,0,0,1.3e-6,0,0,0,0,0,9.3e-7,0,0,0,0,0,0,0,0,0,0,3.8e-7,0,0,0,0,0,0,0,1.94e-6,0,0,0,0,0,0,0,1.18e-6,0,0,0,0,0,0,3.7e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-7,0,1.2e-6,0,0,0,6.1e-7,0,0,0,0,2.3e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8e-7,0,0,0,0,0
