Period,Kaluga Oblast,Kostroma Oblast,Kursk Oblast,Lipetsk Oblast,Oryol Oblast,Ryazan Oblast,Smolensk Oblast,Tambov Oblast,Tver Oblast,Tula Oblast,Yaroslavl Oblast,Saint Petersburg,Leningrad Oblast,Arkhangel'skaya Oblast',Vologda Oblast,Kaliningrad Oblast,Murmansk Oblast,Novgorod Oblast,Pskov Oblast,Republic of Karelia,Moscow,Komi Republic,Kirov Oblast,Nizhny Novgorod Oblast',Orenburg Oblast,Penza Oblast,Perm Krai,Republic of Bashkortostan,Mari El Republic,Republic of Mordovia,Republic of Tatarstan,Moscow Oblast,Samara Oblast,Saratov Oblast,Udmurt Republic,Ulyanovsk Oblast,Chuvash Republic,Astrakhan Oblast,Volgograd Oblast,Krasnodar Krai,Republic of Adygea,Republic of Kalmykia,Belgorod Oblast,Rostov Oblast,Altai Krai,Irkutsk Oblast,Kemerovo Oblast,Krasnoyarsk Krai,Novosibirsk Oblast,Omsk Oblast,Altai Republic,Tyva Republic,Republic of Khakassia,Bryansk Oblast,Tomsk District,Amur Oblast,Zabaykalsky Krai,Kamchatka Krai,Magadan District,Primorsky Krai,Republic of Buryatia,Sakha (Yakutia) Republic,Sakhalin District,Khabarovsk Krai,Vladimir Oblast,The Kabardino-Balkar Republic,Karachay-Cherkess Republic,Republic of Dagestan,Republic of Ingushetia,Republic of North Ossetia — Alania,Stavropol Krai,Chechen Republic,Kurgan Oblast,Sverdlovsk Oblast,Tyumen Oblast,Voronezh Oblast,Khanty-Mansi Autonomous Okrug — Yugra,Chelyabinsk Oblast,Yamalo-Nenets Autonomous Okrug,Ivanovo Oblast
18901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6e-7,0,0,3.2e-7,0,0,0,0,0,0,0,2.2e-7,8.4e-7,0,0,1.3e-6,0,0,0,0,5e-6,0,0,0,0,0,0,0,4.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9e-7,0,0,0,0,0,0,0,0,0,0,5.4e-7,0,0,0,0
18932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8e-7,0,0,0,0,0,0,0,0,0,3.9e-7,1.1e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18962,0,0,0,0,0,0,0,0,0,0,0,2.9e-7,0,0,0,0,0,0,0,0,4e-7,0,0,0,0,0,0,0,0,0,0,2.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18993,0,0,0,0,0,0,0,0,0,0,0,2.9e-7,0,0,0,0,0,0,0,0,2.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6e-7,1.51e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19024,0,0,0,0,0,0,0,0,0,0,0,2.7e-7,0,0,0,0,0,0,0,0,1.32e-6,0,0,0,0,1e-6,0,0,0,0,7.3e-7,1.12e-6,1.17e-6,0,0,0,0,0,1.18e-6,0,0,0,3.32e-6,0,0,0,5.9e-7,0,3.7e-7,0,7.8e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1e-7,0,0,0,2e-5,0,0,0,0,5.2e-7,7.8e-7,5e-7,0,3.8e-7,0,0
19052,0,0,0,0,1.7e-6,0,0,0,0,0,0,1.64e-6,1.35e-6,0,0,0,1.7e-6,0,0,0,1.96e-6,0,0,0,0,0,0,0,0,6.3e-6,0,2.1e-7,4.2e-7,0,0,0,0,0,0,2.6e-7,0,0,8.9e-7,3.5e-7,0,6.2e-7,0,9.8e-7,0,0,0,0,0,0,3.1e-6,0,0,0,0,0,0,0,0,0,9.6e-7,0,0,0,0,0,0,0,0,1.09e-6,0,1.66e-6,0,1.24e-6,0,0
19083,0,0,0,0,0,0,0,0,0,0,0,7.1e-7,0,0,0,0,0,0,0,0,1.8e-6,0,0,0,0,0,0,0,0,0,0,9.9e-7,0,0,0,0,0,1.9e-6,0,0,0,0,0,1.04e-6,7.8e-7,6.6e-7,0,5.3e-7,4e-7,1.72e-6,0,0,0,0,0,0,0,0,0,0,0,5.2e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-7,0,5.2e-6,0
19113,0,0,0,0,0,0,0,0,0,0,0,1.5e-7,2.06e-6,0,0,0,6.5e-6,0,0,0,1.82e-6,0,0,0,0,0,0,0,0,0,0,7.3e-7,0,0,0,1.4e-6,0,0,0,2.6e-7,0,0,1.01e-6,7.6e-7,0,1.47e-6,0,0,0,9.2e-7,0,0,0,0,1.7e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1e-6,0,1.86e-6,0,1.91e-6,6.4e-6,0
19144,0,0,0,8.2e-6,0,0,0,0,0,0,0,1.22e-6,6.5e-7,0,0,0,0,0,0,0,1.88e-6,0,0,3.5e-7,0,0,0,0,0,0,1.44e-6,2.81e-6,0,0,0,0,0,0,0,2.5e-7,0,0,0,0,8.8e-7,0,0,6.1e-7,4.4e-7,0,0,0,0,0,1.9e-6,0,0,7.5e-6,3.4e-5,0,0,0,0,1.6e-6,0,0,0,0,0,0,0,5.5e-6,0,3.1e-7,0,0,1.15e-6,0,7.2e-6,0
19174,0,0,0,0,0,0,0,0,0,9.9e-7,0,5e-7,6.6e-7,0,2.7e-6,0,0,0,0,0,1.29e-6,0,0,0,2.01e-6,0,0,0,0,0,9.3e-7,7.2e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4e-7,1.69e-6,4.3e-7,4.98e-6,0,0,0,0,0,0,0,0,0,0,0,0,4.5e-6,0,0,0,0,0,0,0,7.3e-7,0,0,6.1e-7,0,0,0,0,0,0
19205,0,0,0,0,0,0,0,0,0,0,0,1.31e-6,1.31e-6,0,0,0,0,0,5.1e-6,0,2.97e-6,0,0,0,0,0,0,4e-7,0,0,4e-7,5.4e-7,0,0,0,0,0,0,0,4.9e-7,0,0,0,3.5e-7,1.58e-6,0,1.98e-6,0,3.9e-7,0,0,0,0,0,0,8.4e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8e-7,0,0,2.7e-7,8.5e-7,0,0,8.8e-7,0,0
19236,0,0,0,0,0,0,0,0,0,0,0,1.08e-6,0,0,0,0,0,0,0,0,2.27e-6,0,0,2.8e-7,0,0,0,1.13e-6,0,0,0,1.06e-6,1.22e-6,0,0,0,0,0,0,4.8e-7,0,0,0,0,0,1.22e-6,0,4.8e-7,1.45e-6,0,1.57e-5,0,0,0,0,2.5e-6,0,0,0,0,2e-6,0,0,1.3e-6,9.3e-7,0,0,0,0,0,0,0,0,0,0,0,0,4e-7,0,0
19266,2.2e-6,0,0,6.9e-6,1.7e-6,1e-6,0,0,0,0,0,2.04e-6,0,0,0,0,0,0,0,0,9.21e-6,0,0,0,0,0,0,7.3e-7,0,0,3.7e-7,5.35e-6,4e-7,5.9e-7,0,0,0,0,0,4.8e-7,0,0,0,0,0,1.74e-6,5.7e-7,5.18e-6,3.17e-6,0,1.46e-5,1.53e-5,0,0,0,1.45e-5,1.28e-5,5.4e-6,0,2.7e-6,0,4.6e-6,1.76e-5,0,2.79e-6,0,0,0,0,0,6.3e-7,0,0,1.52e-6,2.33e-6,0,4.88e-6,0,1.38e-5,1.4e-6
19297,0,0,0,1.1e-6,3.4e-6,2.1e-6,0,0,0,0,0,2.18e-6,1.29e-6,0,0,0,0,0,0,0,4.99e-6,0,0,5.8e-7,0,0,1.08e-6,0,0,0,3.7e-7,3.11e-6,1.19e-6,2.36e-6,0,2.4e-6,0,0,2.39e-6,4.8e-7,0,0,3.03e-6,3.1e-7,0,0,0,2.33e-6,1.77e-6,7.6e-7,0,0,0,0,0,1.24e-5,0,0,0,2.82e-6,1.9e-6,0,1.46e-5,1.3e-6,0,0,0,0,0,0,0,0,0,1e-6,2.97e-6,5.1e-7,0,0,0,0
19327,0,0,1.1e-6,0,0,0,1.5e-6,0,0,0,0,8.2e-7,6.3e-7,5.4e-6,0,0,0,0,0,0,4.03e-6,0,0,0,0,0,1.67e-6,3.7e-7,0,0,0,3.57e-6,4e-7,0,0,0,0,0,0,2.4e-7,0,0,7.9e-7,1.93e-6,6.8e-7,5.9e-7,1.17e-6,2.88e-6,0,2.38e-6,0,7.6e-6,0,0,0,0,3.2e-6,0,1.3e-5,9.5e-7,0,0,0,6.5e-6,0,0,0,0,0,0,0,0,0,5.2e-7,0,5.2e-7,4.06e-6,0,6.9e-6,0
19358,0,0,0,0,0,0,0,0,0,0,0,5.2e-7,0,0,0,6.6e-6,1.8e-6,0,0,2.5e-6,3.51e-6,0,0,3.1e-7,0,0,1.19e-6,0,0,0,2.01e-6,2.27e-6,1.32e-6,1.29e-6,0,0,0,0,0,2.5e-7,0,0,0,3.4e-7,0,6.4e-7,0,5.1e-7,3.8e-7,0,0,1.75e-5,0,0,0,2.6e-6,0,0,0,0,0,2.4e-6,4e-6,1.4e-6,0,0,0,0,0,0,0,0,0,0,0,0,1.76e-6,0,0,0
19389,2.2e-6,0,0,0,0,0,0,2.9e-6,0,0,2.75e-6,3.12e-6,0,0,1.1e-6,0,1.7e-6,0,0,0,8.61e-6,1.7e-6,1.1e-6,5.8e-7,2.33e-6,0,0,1.09e-6,0,0,7.3e-7,4.75e-6,0,0,0,0,0,0,0,4.8e-7,0,0,0,9.6e-7,1.35e-6,0,0,1.85e-6,1.43e-6,7.7e-7,0,0,0,0,0,0,1.6e-6,0,0,0,1.9e-6,4.6e-6,1.1e-5,1.2e-6,9.2e-7,0,0,0,0,0,1.27e-6,0,0,1.82e-6,7.7e-7,1.54e-6,8.1e-7,0,2.2e-6,0
19417,0,0,0,0,0,0,0,0,0,0,0,3.3e-7,0,0,0,0,1.7e-6,0,0,0,6.03e-6,0,0,0,0,0,0,0,0,0,4e-7,2.64e-6,4.3e-7,0,0,0,0,1.9e-6,0,0,0,0,0,9.9e-7,0,1.21e-6,0,3.27e-6,7.6e-7,8.2e-7,0,0,0,0,5.9e-6,2.5e-6,1.6e-6,0,0,9.8e-7,4.1e-6,2.3e-6,7.7e-6,0,0,0,0,0,0,0,0,0,0,1.65e-6,0,5.5e-7,8.3e-7,0,4.6e-6,0
19448,0,0,0,0,0,0,0,0,0,9.4e-7,0,3.4e-7,0,0,0,0,0,0,0,0,4.51e-6,0,0,0,0,1.2e-6,0,0,0,0,1.21e-6,1.54e-6,4.4e-7,0,0,0,0,0,0,0,0,0,8.5e-7,6.7e-7,0,0,0,1.97e-6,4e-7,0,0,0,0,0,0,2.6e-6,0,0,0,0,0,0,4e-6,0,0,0,0,0,0,0,0,0,0,5.7e-7,1.73e-6,0,1.81e-6,0,7.7e-6,0
19478,0,0,4.1e-6,0,0,0,0,0,0,0,0,5.7e-7,0,0,0,1.8e-6,0,2.7e-6,0,0,5.56e-6,0,0,1.46e-6,0,0,6.6e-7,0,0,0,0,2.71e-6,4.8e-7,0,0,0,0,0,0,5.3e-7,0,0,1.03e-6,0,0,7.4e-7,0,3.47e-6,1.82e-6,0,0,0,0,0,0,0,8.3e-6,0,0,1.14e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8e-7,0,0
19509,1.3e-6,0,0,0,0,0,0,0,2.4e-6,1.01e-6,0,2e-6,1.97e-6,0,0,3.5e-6,0,0,0,0,5.25e-6,0,0,0,1e-6,1.3e-6,0,0,0,0,4.7e-7,4.36e-6,4.9e-7,0,0,1.5e-6,0,0,0,1.22e-6,0,0,3.16e-6,7.5e-7,2.62e-6,1.56e-6,0,0,9.2e-7,2.02e-6,8.5e-6,1.05e-5,0,0,3.9e-6,0,0,0,0,1.15e-6,0,2.9e-6,4.6e-6,0,0,0,0,0,0,0,0,0,0,6.5e-7,0,0,4.74e-6,0,0,0
19539,1.3e-6,0,0,0,0,1.3e-6,0,0,0,0,0,2.41e-6,6.6e-7,0,0,0,2.4e-6,0,0,0,7.05e-6,0,0,3.7e-7,1.01e-6,0,0,4.7e-7,0,0,9.4e-7,4.83e-6,3.49e-6,0,0,0,0,0,0,4.8e-7,0,0,0,1.12e-6,0,0,7.5e-7,5.8e-7,8.9e-6,9.7e-7,0,0,0,0,0,0,0,7.4e-6,3.5e-5,0,0,5.7e-6,1.83e-5,1.6e-6,0,3.8e-6,0,0,0,0,0,0,0,1.28e-6,0,1.96e-6,0,0,3.6e-6,0
19570,0,0,0,0,0,0,0,0,0,0,0,1.09e-6,2.06e-6,0,0,0,0,0,0,0,5.86e-6,0,0,3.5e-7,0,0,1.29e-6,4.2e-7,0,0,4.1e-7,1.89e-6,2.81e-6,0,2.2e-6,0,0,0,0,2.5e-7,0,0,1.97e-6,0,0,4.19e-6,1.38e-6,2.14e-6,2.99e-6,2.76e-6,1.7e-5,0,3.4e-6,0,1.7e-6,0,1.9e-6,0,0,0,0,2.6e-6,4.4e-6,1.5e-6,0,0,0,0,0,3.6e-6,7.3e-7,0,0,0,8.7e-7,0,0,0,0,0
19601,0,0,0,0,0,0,0,0,0,1.78e-6,9.6e-7,4.9e-7,1.94e-6,0,0,0,0,0,0,0,4.21e-6,0,0,0,4.8e-6,2.2e-6,0,0,0,0,3.7e-7,1.98e-6,8.3e-7,0,0,0,0,0,0,2.4e-7,0,0,8.6e-7,3.3e-7,0,1.25e-6,0,4.7e-7,4.26e-6,0,2.35e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e-7,8e-7,5.3e-7,8.6e-7,8.1e-7,7.4e-6,0
19631,0,0,0,0,0,0,0,3e-6,0,0,0,1.6e-7,0,0,0,0,0,0,0,0,4.75e-6,3.8e-6,0,6.5e-7,0,0,0,0,0,0,0,2.03e-6,0,1.23e-6,0,0,1.2e-6,0,0,0,0,0,2.63e-6,3.2e-7,0,0,0,9.6e-7,1.97e-6,0,0,0,0,0,0,0,1.7e-6,0,0,0,0,0,0,0,0,0,0,0,1e-5,0,0,0,0,8.1e-7,3.23e-6,0,8.7e-7,0,1.49e-5,0
19662,0,2.2e-6,0,0,0,0,0,0,1.1e-6,0,0,4.9e-7,0,0,0,0,0,0,2.5e-6,0,4.02e-6,1.8e-6,0,1.29e-6,0,2.2e-6,0,2.24e-6,0,0,3.7e-7,1.65e-6,0,0,0,0,0,0,0,1.98e-6,0,0,8.6e-7,1.95e-6,0,0,5.8e-7,4.6e-7,0,0,1.5e-5,0,0,0,0,0,0,1.21e-5,0,0,0,0,1.96e-5,0,0,0,6.9e-6,0,0,0,0,0,0,2.6e-7,0,0,2.42e-6,0,4.8e-6,0
19692,0,0,0,0,0,0,0,0,0,0,0,1.5e-6,6.4e-7,0,0,0,1.8e-6,0,0,0,3.52e-6,0,1.2e-6,3.1e-7,0,0,5.7e-7,3.8e-7,0,0,0,2.73e-6,0,6.1e-7,0,0,0,0,0,4.8e-7,0,0,0,0,0,1.87e-6,0,4.8e-7,2.64e-6,0,0,0,0,0,0,1.31e-5,0,6e-6,0,0,0,2.2e-6,0,0,0,0,0,0,0,0,0,0,0,5.4e-7,0,5.4e-7,1.7e-6,0,2.4e-6,0
19723,0,0,0,8.8e-6,0,0,0,1.6e-6,0,9.5e-7,0,6.9e-7,0,0,0,3.4e-6,3.8e-6,0,0,0,4.23e-6,0,0,0,0,0,6e-7,0,0,0,0,2.34e-6,4.4e-7,6.5e-7,2.1e-6,0,0,0,0,5.3e-7,0,0,0,0,0,6.5e-7,0,5.1e-7,7.9e-7,0,0,0,0,2.5e-6,0,2.7e-6,0,0,0,0,0,0,4.1e-6,0,9.2e-7,0,0,0,0,0,0,0,0,2.8e-7,0,0,8.8e-7,0,2.5e-6,0
19754,0,0,1.2e-6,0,3.7e-6,1.1e-6,0,0,1.1e-6,0,0,6.7e-7,0,0,0,0,1.8e-6,0,0,0,5.75e-6,0,0,0,0,0,1.19e-6,0,0,0,0,1.85e-6,4.3e-7,0,0,0,0,0,0,2.5e-7,0,0,5.59e-6,0,0,0,0,3.89e-6,2.82e-6,8.2e-7,0,0,0,1.2e-6,4.8e-6,5.4e-6,0,0,0,0,0,1.18e-5,0,0,0,0,0,0,0,1.65e-5,0,0,0,4.66e-6,8.2e-7,0,0,0,2.4e-6,0
19783,0,0,0,0,0,0,0,0,0,0,0,3.4e-7,6.9e-7,0,0,0,0,0,0,0,5.49e-6,0,0,3.5e-7,0,0,0,4.3e-7,0,0,4.2e-7,7.5e-7,0,0,0,0,0,0,0,1.92e-6,0,9.5e-6,0,7.3e-7,8e-7,6.6e-7,1.33e-6,5e-7,5.52e-6,9e-7,0,0,0,0,0,0,1.9e-6,0,0,1.08e-6,0,0,0,0,1e-6,0,0,3e-6,0,0,0,0,0,2.02e-6,8.5e-7,4.86e-6,1.77e-6,9e-7,0,0
19814,0,0,0,0,0,0,0,0,2.4e-6,0,0,5.5e-7,0,0,0,0,4e-6,0,0,0,5.58e-6,6.1e-6,0,0,0,0,1.26e-6,0,0,0,4.2e-7,2.4e-6,0,0,0,0,0,0,1.41e-6,2.7e-7,0,0,0,0,0,7.1e-7,7e-7,1.09e-6,8.7e-7,0,0,0,0,0,1.7e-6,6e-6,4.1e-6,0,0,0,0,2.6e-6,0,0,0,0,0,0,0,0,7.4e-7,0,0,1.76e-6,8.7e-7,1.83e-6,5.63e-6,4.6e-7,0,0
19844,0,0,1.5e-6,0,0,0,0,4e-6,1.3e-6,0,0,0,2.89e-6,0,0,0,0,0,0,3e-6,7.58e-6,7.5e-6,1.5e-6,0,0,0,0,1.02e-6,0,5.7e-6,1.02e-6,3.19e-6,2.71e-6,0,0,0,0,0,0,2.9e-7,0,0,2.33e-6,0,0,8.3e-7,0,6.61e-6,1.48e-6,0,0,0,0,0,0,0,2.4e-6,7.9e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35e-6,1.03e-6,1.38e-6,2.42e-6,5.3e-7,0,0
19875,0,0,0,1.5e-6,0,0,0,0,0,1.11e-6,0,2.32e-6,2.75e-6,0,0,3.7e-6,0,0,0,0,7.41e-6,2.6e-6,0,4.3e-7,1.1e-6,0,0,3.05e-6,0,0,5.1e-7,2.21e-6,0,3.28e-6,1.3e-6,0,0,0,0,7.9e-7,0,0,0,2.82e-6,9.7e-7,0,0,4.1e-6,0,3.35e-6,0,0,0,0,2.1e-6,0,0,0,0,1.24e-6,8.5e-6,0,4.9e-6,0,0,0,0,0,0,0,3.29e-6,0,0,2.76e-6,1.04e-6,0,3.88e-6,0,0,0
19905,0,1.43e-5,0,1.5e-6,0,0,0,0,1.3e-6,1.1e-6,0,2.36e-6,2.1e-6,0,0,1.8e-6,0,9.1e-6,0,0,1.414e-5,2.7e-6,0,0,2.21e-6,0,0,1.52e-6,0,0,1.53e-6,6.21e-6,2.16e-6,8.1e-7,0,0,0,2.5e-6,0,2.5e-7,0,0,1.2e-6,7.9e-7,1.92e-6,5.88e-6,3.32e-6,1.084e-5,4.95e-6,0,0,0,0,3.1e-6,0,0,2.5e-6,0,0,0,2.8e-6,9.3e-6,9.8e-6,1.8e-6,1.08e-6,0,0,0,0,0,3.28e-6,0,0,1.37e-6,1.04e-6,0,5.16e-6,0,3.9e-6,0
19936,0,0,0,0,0,1.2e-6,0,1.8e-6,0,2.13e-6,3.56e-6,4.12e-6,1.45e-6,0,0,1.7e-6,0,0,0,0,1.772e-5,2.3e-6,1.4e-6,3.9e-7,0,0,2.79e-6,2.87e-6,0,0,3.25e-6,7.31e-6,2.6e-6,0,0,0,0,0,7.5e-7,8e-7,0,1.03e-5,0,3.8e-7,1.78e-6,4.51e-6,2.27e-6,4.87e-6,9.98e-6,3.06e-6,0,0,7.5e-6,1.4e-6,1.92e-5,1.65e-5,0,7.3e-6,0,0,0,1.42e-5,0,0,1.07e-6,0,0,0,0,0,1.55e-6,0,0,3.82e-6,1.89e-6,6.4e-7,2.18e-6,1.52e-6,1.59e-5,0
19967,1.2e-6,0,0,0,0,2.2e-6,0,0,0,0,1.03e-6,2.06e-6,2.69e-6,0,1.2e-6,0,0,2.5e-6,0,0,9.88e-6,0,0,1.03e-6,1.78e-6,0,0,1.65e-6,0,0,0,3.43e-6,0,0,0,0,0,0,0,1.27e-6,0,0,0,6.9e-7,7.7e-7,1.31e-6,1.29e-6,1.58e-6,5.04e-6,8.8e-7,0,0,0,0,9.8e-6,5.6e-6,0,0,0,1.04e-6,0,0,4.1e-6,0,0,0,0,0,0,3.5e-6,7.1e-7,0,0,1.36e-6,0,0,9.1e-7,8.7e-7,0,0
19997,0,7e-6,0,0,0,0,0,1.6e-6,0,0,1.99e-6,1.64e-6,5.25e-6,0,0,4.9e-6,0,0,0,0,9.67e-6,0,0,0,0,0,5.9e-7,4.36e-6,0,0,7.7e-7,6.46e-6,8.5e-7,0,0,2.6e-6,0,0,6.3e-7,4.9e-7,8.8e-6,0,0,0,3.81e-6,1.91e-6,6.4e-7,4.14e-6,3.9e-7,0,0,0,0,2.5e-6,8.1e-6,5.5e-6,0,0,0,0,4.3e-6,2.3e-6,4e-6,1.4e-6,0,0,0,0,1.1e-5,0,0,0,0,1.89e-6,2.44e-6,5.5e-7,0,4.3e-7,2.5e-6,1.5e-6
20028,0,0,0,2.4e-6,3.6e-6,0,0,0,0,0,0,2.25e-6,1.26e-6,0,0,0,0,2.4e-6,0,0,9.1e-6,0,0,0,8.3e-7,0,5.7e-7,1.92e-6,5.3e-6,0,0,6.67e-6,0,0,0,0,0,0,0,1.2e-6,0,0,0,0,0,5.9e-7,0,2.99e-6,2.28e-6,8.2e-7,0,0,0,0,3e-6,2.6e-6,0,0,0,0,0,2.1e-6,2.73e-5,0,0,0,0,0,0,0,0,0,0,3.91e-6,0,0,1.68e-6,0,2.4e-6,1.4e-6
20058,3.4e-6,0,0,0,0,1e-6,0,0,0,0,0,2.51e-6,0,0,0,1.5e-6,0,0,0,0,8.27e-6,1.9e-6,0,3.3e-7,1.67e-6,0,0,2.36e-6,0,0,0,4.76e-6,8.3e-7,0,0,0,0,0,6.1e-7,2.4e-7,0,0,1.78e-6,3.2e-7,0,1.25e-6,3.17e-6,4.12e-6,2.29e-6,3.34e-6,0,0,0,0,0,2.6e-6,3.5e-6,0,1.4e-5,0,0,0,0,0,0,0,6.7e-6,0,0,0,0,0,0,2.6e-7,4.06e-6,0,0,4.2e-7,5.1e-6,0
